,city,payment,seller,estimated_delivery,state,rating,customer,order
642,sao paulo,credit card,19.0,2017-12-18 12:00:00,sp,3.0,24194.0,24194.0
643,UNKNOWN,CREDIT CARD,17.0,2018-05-30 12:00:00,SP,3.5,11446.0,11446.0
644,sao paulo,other,17.0,2018-08-10 12:00:00,SP,1.0,54061.0,54061.0
645,unknown,credit card,7.0,n/a,mg,2.0,15705.0,15705.0
646,unknown,credit card,12.0,2017-08-10 12:00:00,rs,1.0,302.0,302.0
647,sao paulo,credit card,10.0,2017-08-18,sp,3.5,11664.0,11664.0
648,sao paulo,credit card,7.0,2017-08-02,sp,5.0,44518.0,44518.0
649,unknown,credit card,21.0,2017-06-26 12:00:00,sp,1.0,19351.0,19351.0
650,ponta grossa,credit card,17.0,nan,PR,3.0,11767.0,11767.0
651,VALORES EM FALTA,NAN,5.0,VALORES EM FALTA,RJ,NONES,46669.0,46669.0
652,sao paulo,credit card,1.0,2018-05-21,SP,2.0,37162.0,37162.0
653,sao paulo,credit card,3.0,2017-06-29,sp,1.0,41115.0,41115.0
654,UNKNOWN,CREDIT CARD,13.0,2017-08-02 12:00:00,SP,1.5,9422.0,9422.0
655,UNKNOWN,CREDIT CARD,9.0,2018-05-02,MG,2.0,190.0,190.0
656,unknown,credit card,9.0,2018-05-07 12:00:00,sp,4.5,54354.0,54354.0
657,SAO PAULO,CREDIT CARD,23.0,2018-07-25 12:00:00,SP,1.0,26175.0,26175.0
658,porto alegre,credit card,22.0,2017-07-05 12:00:00,rs,1.5,22545.0,22545.0
659,unknown,credit card,9.0,2018-05-10 12:00:00,sp,3.0,49319.0,49319.0
660,unknown,credit card,2.0,2018-02-09,mg,1.5,38719.0,38719.0
661,guarulhos,credit card,10.0,2018-01-11 12:00:00,sp,2.0,46128.0,46128.0
662,rio de janeiro,credit card,5.0,2018-08-20,RJ,1.0,14408.0,14408.0
663,sao paulo,credit card,22.0,2017-07-28 12:00:00,sp,2.5,48027.0,48027.0
664,UNKNOWN,CREDIT CARD,16.0,2017-09-08,SP,2.5,2737.0,2737.0
665,unknown,credit card,9.0,nones,mg,2.5,9923.0,9923.0
666,RIO DE JANEIRO,CREDIT CARD,10.0,2017-03-09 12:00:00,RJ,5.0,5108.0,5108.0
667,sao paulo,other,3.0,2018-08-27 12:00:00,SP,1.0,52003.0,52003.0
668,rio de janeiro,credit card,7.0,2017-12-14 12:00:00,rj,5.0,27603.0,27603.0
669,nones,credit card,5.0,2018-08-22,mg,4.5,37433.0,37433.0
670,sao paulo,other,11.0,2018-05-23,sp,2.5,46575.0,46575.0
671,sao paulo,other,7.0,nan,sp,valores em falta,16824.0,16824.0
672,belo horizonte,credit card,11.0,2018-07-04 12:00:00,MG,4.5,23861.0,23861.0
673,UNKNOWN,CREDIT CARD,7.0,2018-07-31,RJ,4.5,35500.0,35500.0
674,unknown,other,7.0,2018-03-19,mg,1.0,6093.0,6093.0
675,belo horizonte,credit card,5.0,2017-07-13 12:00:00,MG,valores em falta,46272.0,46272.0
676,unknown,other,13.0,2018-03-09,sp,1.0,55223.0,55223.0
677,unknown,credit card,15.0,nones,SP,1.0,28230.0,28230.0
678,unknown,credit card,20.0,nan,sp,3.0,23355.0,23355.0
679,n/a,n/a,4.0,valores em falta,valores em falta,nones,11451.0,11451.0
680,unknown,credit card,5.0,2017-10-10 12:00:00,SP,2.0,29335.0,29335.0
681,unknown,other,1.0,2018-03-16 12:00:00,SP,1.0,35249.0,35249.0
682,rio de janeiro,credit card,10.0,2017-11-23 12:00:00,rj,4.5,38061.0,38061.0
683,unknown,credit card,1.0,2018-03-15 12:00:00,RJ,4.5,54025.0,54025.0
684,sao paulo,other,2.0,2018-04-03 12:00:00,sp,2.0,28466.0,28466.0
685,SAO PAULO,CREDIT CARD,9.0,NONES,SP,2.0,10905.0,10905.0
686,unknown,credit card,15.0,2018-08-22 12:00:00,sp,2.5,58941.0,58941.0
687,nan,credit card,1.0,no_info,n/a,3.5,57675.0,57675.0
688,unknown,other,14.0,2017-07-24 12:00:00,sp,1.0,55377.0,55377.0
689,SAO PAULO,CREDIT CARD,3.0,2018-05-25 12:00:00,SP,1.0,45823.0,45823.0
690,unknown,other,9.0,2017-10-16 12:00:00,RJ,2.5,45423.0,45423.0
691,UNKNOWN,CREDIT CARD,5.0,2018-06-01 12:00:00,SP,1.0,55908.0,55908.0
692,UNKNOWN,CREDIT CARD,3.0,NAN,MG,2.0,59885.0,59885.0
693,rio de janeiro,credit card,16.0,n/a,rj,5.0,17585.0,17585.0
694,unknown,credit card,10.0,2018-03-01 12:00:00,sp,1.0,16674.0,16674.0
695,unknown,other,1.0,2018-05-29 12:00:00,SP,1.0,44198.0,44198.0
696,UNKNOWN,CREDIT CARD,3.0,2018-03-14 12:00:00,SP,2.0,53746.0,53746.0
697,NO_INFO,NONES,9.0,2018-06-01,NAN,NO_INFO,51550.0,51550.0
698,RIO DE JANEIRO,CREDIT CARD,5.0,NONES,NO_INFO,1.0,11085.0,11085.0
699,unknown,credit card,6.0,2017-06-09 12:00:00,sp,2.5,1650.0,1650.0
700,unknown,credit card,5.0,2017-11-03 12:00:00,MG,1.0,28637.0,28637.0
701,unknown,other,18.0,2018-05-11 12:00:00,SP,2.0,31253.0,31253.0
702,unknown,credit card,5.0,2017-08-17,MG,1.5,18476.0,18476.0
703,unknown,other,3.0,2017-03-23,sp,3.0,47156.0,47156.0
704,MARINGA,CREDIT CARD,3.0,VALORES EM FALTA,PR,3.5,15515.0,15515.0
705,UNKNOWN,CREDIT CARD,13.0,2018-07-26 12:00:00,MG,2.0,42939.0,42939.0
706,unknown,nones,6.0,2017-10-20 12:00:00,SP,1.0,8874.0,8874.0
707,unknown,credit card,7.0,no_info,sp,1.0,18858.0,18858.0
708,unknown,credit card,0.0,2017-06-07,PR,1.0,37087.0,37087.0
709,sao paulo,other,3.0,2018-08-14,sp,2.0,11771.0,11771.0
710,unknown,credit card,21.0,2018-08-27 12:00:00,sp,2.0,1212.0,1212.0
711,unknown,credit card,17.0,no_info,rs,3.5,41138.0,41138.0
712,unknown,credit card,15.0,no_info,sp,1.5,31282.0,31282.0
713,rio de janeiro,credit card,5.0,2018-05-24 12:00:00,RJ,5.0,52132.0,52132.0
714,unknown,credit card,8.0,2017-06-30 12:00:00,SP,1.0,40329.0,40329.0
715,SAO PAULO,CREDIT CARD,22.0,2017-04-10,SP,4.5,41219.0,41219.0
716,belo horizonte,credit card,3.0,2018-03-19 12:00:00,mg,1.5,46733.0,46733.0
717,NONES,VALORES EM FALTA,3.0,NO_INFO,NO_INFO,NO_INFO,48365.0,48365.0
718,sao paulo,credit card,16.0,2018-02-15 12:00:00,SP,3.5,54567.0,54567.0
719,guarulhos,credit card,3.0,2018-05-11,SP,1.0,57025.0,57025.0
720,valores em falta,credit card,17.0,2018-02-26,sp,1.0,45190.0,45190.0
721,unknown,credit card,15.0,nan,SP,2.0,6929.0,6929.0
722,sao paulo,credit card,21.0,2017-07-07 12:00:00,SP,3.0,10047.0,10047.0
723,unknown,valores em falta,7.0,nan,valores em falta,2.0,15705.0,15705.0
724,nan,credit card,10.0,valores em falta,nan,n/a,1225.0,1225.0
725,unknown,credit card,12.0,2018-06-21 12:00:00,MG,1.0,17915.0,17915.0
726,sao bernardo do campo,credit card,21.0,2018-04-18,sp,3.0,38300.0,38300.0
727,nones,credit card,3.0,2017-12-26,valores em falta,1.0,1351.0,1351.0
728,sao bernardo do campo,credit card,10.0,2018-08-20 12:00:00,SP,4.5,55708.0,55708.0
729,unknown,credit card,3.0,nan,rj,3.5,57421.0,57421.0
730,UNKNOWN,CREDIT CARD,20.0,2018-07-31 12:00:00,RS,4.5,7595.0,7595.0
731,VALORES EM FALTA,NAN,0.0,N/A,N/A,NONES,6553.0,6553.0
732,RIO DE JANEIRO,CREDIT CARD,24.0,2017-11-21 12:00:00,RJ,5.0,49683.0,49683.0
733,SAO PAULO,CREDIT CARD,6.0,2017-08-14,SP,4.0,8518.0,8518.0
734,sao paulo,credit card,8.0,2017-09-26 12:00:00,SP,4.5,45525.0,45525.0
735,sao paulo,credit card,20.0,2018-06-08 12:00:00,sp,2.0,12328.0,12328.0
736,belo horizonte,other,3.0,2017-11-03 12:00:00,mg,1.0,3909.0,3909.0
737,campinas,credit card,20.0,2018-08-15 12:00:00,sp,4.5,33955.0,33955.0
738,unknown,credit card,5.0,n/a,rs,2.5,62937.0,62937.0
739,rio de janeiro,credit card,0.0,2017-07-31 12:00:00,RJ,5.0,63525.0,63525.0
740,unknown,credit card,8.0,2017-12-20 12:00:00,sp,4.5,24786.0,24786.0
741,unknown,other,3.0,2018-07-30,mg,1.0,20980.0,20980.0
742,unknown,credit card,3.0,2017-12-08 12:00:00,RJ,4.0,20008.0,20008.0
743,guarulhos,other,10.0,2018-08-24 12:00:00,nan,1.0,8351.0,8351.0
744,UNKNOWN,OTHER,15.0,VALORES EM FALTA,SP,1.5,54240.0,54240.0
745,SAO BERNARDO DO CAMPO,CREDIT CARD,22.0,NO_INFO,SP,4.5,58482.0,58482.0
746,NO_INFO,NO_INFO,10.0,VALORES EM FALTA,NAN,2.0,60620.0,60620.0
747,BELO HORIZONTE,OTHER,14.0,2018-08-27,MG,2.0,63408.0,63408.0
748,unknown,credit card,19.0,2018-03-13 12:00:00,SP,3.0,18901.0,18901.0
749,unknown,credit card,5.0,2017-10-17 12:00:00,sp,2.5,31226.0,31226.0
750,unknown,credit card,8.0,2017-04-04,rs,4.5,16432.0,16432.0
751,unknown,other,15.0,2018-03-01,SP,1.0,19801.0,19801.0
752,UNKNOWN,CREDIT CARD,22.0,2017-06-07 12:00:00,MG,3.0,40065.0,40065.0
753,rio de janeiro,credit card,3.0,2018-04-10,rj,4.5,16146.0,16146.0
754,unknown,other,5.0,2018-07-12,RS,2.5,2685.0,2685.0
755,unknown,other,3.0,2018-08-17 12:00:00,sp,2.0,41025.0,41025.0
756,UNKNOWN,CREDIT CARD,4.0,VALORES EM FALTA,SP,3.0,48771.0,48771.0
757,niteroi,credit card,6.0,2018-04-26 12:00:00,RJ,5.0,7975.0,7975.0
758,unknown,other,3.0,no_info,RS,1.0,53111.0,53111.0
759,unknown,credit card,22.0,2017-05-09 12:00:00,valores em falta,4.0,53826.0,53826.0
760,unknown,other,8.0,2017-10-18 12:00:00,sp,2.5,5507.0,5507.0
761,unknown,other,9.0,2017-10-16 12:00:00,rj,2.5,45423.0,45423.0
762,unknown,credit card,14.0,2018-08-10 12:00:00,pr,1.0,50246.0,50246.0
763,unknown,other,22.0,2017-06-16 12:00:00,RJ,1.0,36810.0,36810.0
764,unknown,credit card,12.0,2018-07-16 12:00:00,pr,3.5,26541.0,26541.0
765,unknown,credit card,22.0,2018-02-07,pr,3.5,57755.0,57755.0
766,UNKNOWN,CREDIT CARD,5.0,2018-01-26,RS,2.5,62937.0,62937.0
767,sao goncalo,credit card,7.0,2018-07-16 12:00:00,rj,5.0,39984.0,39984.0
768,sao paulo,other,1.0,2017-04-10 12:00:00,sp,1.5,24516.0,24516.0
769,unknown,credit card,7.0,2018-02-16 12:00:00,sp,3.0,42547.0,42547.0
770,nova iguacu,nan,1.0,2017-08-24,rj,5.0,18256.0,18256.0
771,unknown,other,23.0,2017-10-19,rj,2.5,7458.0,7458.0
772,rio de janeiro,credit card,10.0,2017-03-14,rj,valores em falta,7164.0,7164.0
773,UNKNOWN,OTHER,19.0,2017-12-28 12:00:00,MG,1.0,29501.0,29501.0
774,UNKNOWN,CREDIT CARD,5.0,2017-09-15 12:00:00,SP,2.0,19720.0,19720.0
775,unknown,nones,23.0,2017-10-19,rj,2.5,7458.0,7458.0
776,n/a,credit card,17.0,nan,valores em falta,3.0,11767.0,11767.0
777,unknown,credit card,10.0,nan,rs,4.5,58209.0,58209.0
778,unknown,other,1.0,2018-05-29 12:00:00,sp,1.0,44198.0,44198.0
779,no_info,credit card,0.0,valores em falta,sp,4.0,50628.0,50628.0
780,rio de janeiro,credit card,21.0,2018-02-14 12:00:00,rj,5.0,44042.0,44042.0
781,UNKNOWN,CREDIT CARD,12.0,2018-03-21 12:00:00,SP,3.5,45431.0,45431.0
782,BELO HORIZONTE,CREDIT CARD,11.0,2017-05-23,MG,4.5,45126.0,45126.0
783,SAO PAULO,CREDIT CARD,10.0,VALORES EM FALTA,SP,2.5,157.0,157.0
784,nova iguacu,credit card,23.0,2017-08-23,rj,5.0,1787.0,1787.0
785,unknown,credit card,12.0,2017-11-14 12:00:00,rs,4.5,5303.0,5303.0
786,sao paulo,other,10.0,2018-01-15 12:00:00,sp,2.0,6805.0,6805.0
787,porto alegre,credit card,13.0,2018-05-07 12:00:00,RS,5.0,15638.0,15638.0
788,UNKNOWN,CREDIT CARD,8.0,2017-12-06,MG,1.0,2534.0,2534.0
789,unknown,other,1.0,2018-02-06 12:00:00,SP,2.0,11476.0,11476.0
790,BELO HORIZONTE,CREDIT CARD,13.0,2017-06-12 12:00:00,MG,4.0,45895.0,45895.0
791,CAMPINAS,CREDIT CARD,19.0,2018-08-06 12:00:00,SP,3.0,16783.0,16783.0
792,UNKNOWN,N/A,24.0,2017-07-11 12:00:00,SP,1.0,20268.0,20268.0
793,rio de janeiro,credit card,1.0,2017-10-27 12:00:00,RJ,5.0,17312.0,17312.0
794,UNKNOWN,CREDIT CARD,17.0,2018-03-01,SP,1.5,23323.0,23323.0
795,belo horizonte,credit card,4.0,2018-02-14 12:00:00,mg,2.0,44567.0,44567.0
796,MARINGA,CREDIT CARD,3.0,2018-06-07,PR,1.5,55435.0,55435.0
797,sao paulo,other,12.0,2018-01-15 12:00:00,sp,3.0,11511.0,11511.0
798,unknown,other,3.0,2018-04-02,PR,3.0,31945.0,31945.0
799,unknown,other,24.0,valores em falta,rs,3.5,18461.0,18461.0
800,sao paulo,credit card,8.0,2018-07-05 12:00:00,sp,1.0,20727.0,20727.0
801,SAO PAULO,CREDIT CARD,5.0,2018-03-26,SP,2.5,14390.0,14390.0
802,sao paulo,credit card,9.0,2017-11-17 12:00:00,sp,1.0,28177.0,28177.0
803,UBERLANDIA,OTHER,0.0,2018-06-05,MG,2.5,44821.0,44821.0
804,sao paulo,credit card,15.0,2018-03-23,sp,4.5,56237.0,56237.0
805,unknown,credit card,1.0,no_info,nan,valores em falta,4819.0,4819.0
806,unknown,other,5.0,2017-12-15,mg,1.0,1190.0,1190.0
807,SAO PAULO,CREDIT CARD,13.0,2018-06-19,SP,3.5,27288.0,27288.0
808,unknown,other,10.0,2018-07-16 12:00:00,rj,3.5,709.0,709.0
809,UNKNOWN,CREDIT CARD,10.0,2018-04-13,PR,1.0,6623.0,6623.0
810,rio de janeiro,credit card,5.0,2017-09-18 12:00:00,RJ,4.5,38479.0,38479.0
811,sao paulo,credit card,6.0,2018-02-14,SP,1.0,20327.0,20327.0
812,SAO PAULO,CREDIT CARD,11.0,2017-09-27 12:00:00,SP,1.0,63145.0,63145.0
813,unknown,credit card,10.0,2017-08-09 12:00:00,MG,2.0,2080.0,2080.0
814,porto alegre,n/a,4.0,2018-09-19 12:00:00,rs,4.5,56386.0,56386.0
815,sao paulo,credit card,13.0,2018-06-19,sp,3.5,27288.0,27288.0
816,unknown,credit card,4.0,2017-04-25 12:00:00,SP,3.0,6653.0,6653.0
817,unknown,credit card,20.0,2018-07-31 12:00:00,rs,4.5,7595.0,7595.0
818,unknown,other,9.0,2017-12-06 12:00:00,mg,1.0,34624.0,34624.0
819,unknown,credit card,16.0,2018-08-13 12:00:00,SP,3.0,6237.0,6237.0
820,nova iguacu,credit card,5.0,2018-08-23 12:00:00,rj,5.0,56073.0,56073.0
821,UNKNOWN,OTHER,7.0,2017-12-27 12:00:00,MG,2.5,21119.0,21119.0
822,unknown,credit card,3.0,2018-02-20 12:00:00,SP,3.0,452.0,452.0
823,n/a,valores em falta,11.0,nones,sp,no_info,27855.0,27855.0
824,sao paulo,other,20.0,2018-02-22 12:00:00,sp,1.0,26247.0,26247.0
825,unknown,credit card,3.0,2018-03-09,sp,1.0,24691.0,24691.0
826,UNKNOWN,CREDIT CARD,22.0,2018-06-11 12:00:00,RS,1.0,26642.0,26642.0
827,unknown,credit card,0.0,2018-05-23,sp,1.0,31720.0,31720.0
828,unknown,other,7.0,2017-04-25 12:00:00,sp,valores em falta,49109.0,49109.0
829,nones,nones,22.0,nan,no_info,n/a,27355.0,27355.0
830,JUIZ DE FORA,CREDIT CARD,17.0,2018-05-28,MG,1.0,29479.0,29479.0
831,RIO DE JANEIRO,NAN,10.0,2018-04-10,RJ,3.5,5726.0,5726.0
832,unknown,credit card,1.0,2017-12-21,pr,2.0,25952.0,25952.0
833,unknown,credit card,1.0,2017-07-19 12:00:00,sp,3.0,12864.0,12864.0
834,niteroi,credit card,8.0,2017-08-11 12:00:00,rj,5.0,11216.0,11216.0
835,sao paulo,credit card,23.0,2018-07-25 12:00:00,SP,1.0,26175.0,26175.0
836,juiz de fora,credit card,7.0,2017-08-29,mg,3.0,49863.0,49863.0
837,maringa,credit card,3.0,valores em falta,pr,3.5,15515.0,15515.0
838,PORTO ALEGRE,CREDIT CARD,17.0,VALORES EM FALTA,RS,1.0,51239.0,51239.0
839,sao paulo,credit card,4.0,2018-09-05 12:00:00,SP,1.0,56295.0,56295.0
840,unknown,credit card,5.0,n/a,sp,2.5,43882.0,43882.0
841,unknown,credit card,10.0,2018-08-31,PR,3.0,60731.0,60731.0
842,UNKNOWN,OTHER,8.0,2017-06-07 12:00:00,PR,1.0,35024.0,35024.0
843,SAO PAULO,CREDIT CARD,7.0,2018-08-13,SP,2.0,4500.0,4500.0
844,unknown,credit card,12.0,n/a,pr,1.0,26049.0,26049.0
845,porto alegre,credit card,13.0,n/a,RS,1.0,7321.0,7321.0
846,unknown,credit card,10.0,2018-07-27 12:00:00,SP,3.0,17085.0,17085.0
847,unknown,credit card,10.0,2018-02-15 12:00:00,sp,2.0,11275.0,11275.0
848,UNKNOWN,CREDIT CARD,1.0,2017-05-25,SP,2.5,9747.0,9747.0
849,belo horizonte,credit card,11.0,2018-07-04 12:00:00,MG,4.5,23861.0,23861.0
850,unknown,other,10.0,2018-08-06,RS,2.0,46666.0,46666.0
851,unknown,credit card,11.0,2017-10-05 12:00:00,SP,2.0,32695.0,32695.0
852,sao paulo,n/a,1.0,nan,sp,1.0,43131.0,43131.0
853,unknown,credit card,12.0,valores em falta,sp,1.0,28233.0,28233.0
854,CONTAGEM,OTHER,0.0,2018-08-06 12:00:00,MG,1.0,13426.0,13426.0
855,rio de janeiro,credit card,14.0,2018-01-16 12:00:00,rj,1.5,3232.0,3232.0
856,unknown,credit card,10.0,2018-05-11,RS,4.0,1506.0,1506.0
857,unknown,credit card,6.0,2018-08-17 12:00:00,sp,1.0,35271.0,35271.0
858,unknown,other,5.0,2018-04-05,sp,3.0,34617.0,34617.0
859,unknown,other,5.0,2018-05-02 12:00:00,SP,2.0,32401.0,32401.0
860,NAN,NAN,13.0,2018-03-09,VALORES EM FALTA,NAN,55223.0,55223.0
861,sao paulo,credit card,24.0,2017-03-21 12:00:00,SP,5.0,19273.0,19273.0
862,NO_INFO,NONES,10.0,NO_INFO,MG,NAN,60812.0,60812.0
863,unknown,other,9.0,2018-05-17,PR,1.0,31899.0,31899.0
864,SAO PAULO,OTHER,3.0,2018-08-20 12:00:00,SP,2.0,39781.0,39781.0
865,UNKNOWN,CREDIT CARD,9.0,NONES,SP,2.0,37622.0,37622.0
866,UNKNOWN,CREDIT CARD,15.0,2018-07-03 12:00:00,SP,1.0,292.0,292.0
867,unknown,credit card,5.0,2018-04-19 12:00:00,sp,1.5,24291.0,24291.0
868,porto alegre,credit card,13.0,2018-01-11 12:00:00,rs,1.0,11277.0,11277.0
869,curitiba,credit card,19.0,2017-12-18,PR,3.0,31567.0,31567.0
870,unknown,credit card,22.0,2018-04-11,sp,1.0,36089.0,36089.0
871,sao paulo,credit card,5.0,2018-08-23 12:00:00,sp,3.5,9816.0,9816.0
872,curitiba,credit card,10.0,2018-03-27 12:00:00,PR,1.0,39364.0,39364.0
873,rio de janeiro,credit card,13.0,2018-08-07,RJ,1.0,51817.0,51817.0
874,SAO PAULO,CREDIT CARD,16.0,2017-09-21 12:00:00,SP,NO_INFO,12968.0,12968.0
875,unknown,credit card,16.0,2017-12-05,RS,4.0,20544.0,20544.0
876,curitiba,other,21.0,2018-03-12,PR,1.0,58702.0,58702.0
877,nones,no_info,22.0,nones,n/a,1.0,36810.0,36810.0
878,nan,n/a,1.0,2018-06-20 12:00:00,valores em falta,2.5,50341.0,50341.0
879,curitiba,credit card,4.0,nones,pr,4.5,50128.0,50128.0
880,unknown,credit card,12.0,nan,rj,4.5,14380.0,14380.0
881,unknown,credit card,1.0,2017-08-18 12:00:00,sp,2.5,4280.0,4280.0
882,UNKNOWN,CREDIT CARD,3.0,2018-03-09,SP,2.0,11874.0,11874.0
883,rio de janeiro,credit card,0.0,2018-06-11 12:00:00,rj,5.0,11087.0,11087.0
884,porto alegre,credit card,1.0,n/a,rs,5.0,45058.0,45058.0
885,UNKNOWN,CREDIT CARD,22.0,2017-05-26,RJ,4.5,57166.0,57166.0
886,rio de janeiro,credit card,3.0,nan,RJ,5.0,18684.0,18684.0
887,rio de janeiro,credit card,3.0,2018-08-23,RJ,1.0,61453.0,61453.0
888,unknown,credit card,16.0,2018-07-03,rs,4.0,26757.0,26757.0
889,nan,n/a,16.0,nones,no_info,n/a,49351.0,49351.0
890,santo andre,credit card,19.0,2017-05-31,sp,1.0,17071.0,17071.0
891,unknown,credit card,2.0,2018-08-28 12:00:00,SP,1.0,31376.0,31376.0
892,unknown,credit card,17.0,2018-02-02 12:00:00,MG,2.5,14252.0,14252.0
893,curitiba,credit card,3.0,2017-12-29 12:00:00,pr,4.5,49681.0,49681.0
894,unknown,credit card,12.0,2018-08-02,MG,2.0,50565.0,50565.0
895,unknown,credit card,19.0,2018-04-26,sp,3.0,33984.0,33984.0
896,n/a,credit card,6.0,2018-08-08 12:00:00,RJ,4.5,8793.0,8793.0
897,CONTAGEM,OTHER,0.0,2018-08-06 12:00:00,MG,1.0,13426.0,13426.0
898,sao paulo,credit card,5.0,2017-05-29 12:00:00,sp,5.0,42339.0,42339.0
899,sao paulo,credit card,10.0,2018-02-19,sp,2.5,13294.0,13294.0
900,sao paulo,credit card,5.0,nones,sp,5.0,32347.0,32347.0
901,sao paulo,credit card,5.0,2018-07-25 12:00:00,sp,1.0,55669.0,55669.0
902,no_info,n/a,17.0,nan,no_info,no_info,10385.0,10385.0
903,UNKNOWN,OTHER,10.0,2018-03-09 12:00:00,MG,3.0,17396.0,17396.0
904,NONES,CREDIT CARD,10.0,2017-06-30 12:00:00,MG,1.0,20194.0,20194.0
905,curitiba,other,8.0,2017-08-29 12:00:00,pr,1.5,13542.0,13542.0
906,UNKNOWN,CREDIT CARD,15.0,2018-08-02 12:00:00,SP,2.5,14773.0,14773.0
907,sao paulo,credit card,13.0,nan,sp,1.0,9100.0,9100.0
908,unknown,credit card,1.0,2017-05-11,SP,2.0,29009.0,29009.0
909,unknown,other,3.0,no_info,sp,1.0,19144.0,19144.0
910,sao paulo,other,21.0,2018-08-01 12:00:00,sp,2.0,22685.0,22685.0
911,RIO DE JANEIRO,CREDIT CARD,3.0,2018-07-26 12:00:00,RJ,5.0,13462.0,13462.0
912,rio de janeiro,credit card,6.0,valores em falta,RJ,4.5,48347.0,48347.0
913,SAO PAULO,CREDIT CARD,5.0,2018-08-13 12:00:00,SP,2.5,11785.0,11785.0
914,unknown,credit card,1.0,2018-01-23 12:00:00,sp,1.0,7401.0,7401.0
915,sao paulo,credit card,1.0,2017-08-30 12:00:00,SP,1.0,50979.0,50979.0
916,valores em falta,credit card,20.0,nones,nones,valores em falta,36137.0,36137.0
917,PORTO ALEGRE,OTHER,13.0,2018-08-07 12:00:00,RS,5.0,23765.0,23765.0
918,cascavel,other,12.0,2018-08-31,pr,2.0,38044.0,38044.0
919,UNKNOWN,CREDIT CARD,5.0,2018-03-02 12:00:00,MG,1.0,32063.0,32063.0
920,unknown,credit card,3.0,2018-03-02,sp,1.0,9602.0,9602.0
921,UNKNOWN,CREDIT CARD,12.0,2017-11-14 12:00:00,RS,4.5,5303.0,5303.0
922,rio de janeiro,credit card,10.0,2017-11-23 12:00:00,rj,4.5,38061.0,38061.0
923,belo horizonte,credit card,0.0,n/a,mg,1.5,24907.0,24907.0
924,unknown,credit card,8.0,2017-09-26 12:00:00,mg,1.0,23966.0,23966.0
925,UNKNOWN,OTHER,5.0,2017-12-15,MG,1.0,1190.0,1190.0
926,sao bernardo do campo,credit card,4.0,2018-05-02 12:00:00,SP,4.5,19639.0,19639.0
927,unknown,credit card,21.0,2017-06-21,sp,1.0,50536.0,50536.0
928,unknown,credit card,21.0,2018-08-30 12:00:00,mg,3.5,33623.0,33623.0
929,unknown,credit card,7.0,no_info,RJ,4.5,2984.0,2984.0
930,unknown,credit card,8.0,2018-02-14 12:00:00,sp,3.0,20545.0,20545.0
931,sao paulo,credit card,5.0,2018-07-30 12:00:00,sp,2.5,2129.0,2129.0
932,unknown,credit card,12.0,2018-02-07 12:00:00,MG,1.0,30241.0,30241.0
933,sao paulo,credit card,2.0,2018-05-18 12:00:00,SP,1.0,37506.0,37506.0
934,sao paulo,other,0.0,2018-08-01,sp,3.0,35099.0,35099.0
935,RIO DE JANEIRO,CREDIT CARD,21.0,2017-07-18 12:00:00,RJ,5.0,13818.0,13818.0
936,sao paulo,credit card,20.0,2018-04-16 12:00:00,SP,3.0,60292.0,60292.0
937,unknown,credit card,17.0,2018-01-18 12:00:00,sp,3.5,7106.0,7106.0
938,nan,nones,3.0,2017-09-28 12:00:00,nones,nan,61250.0,61250.0
939,unknown,credit card,5.0,valores em falta,sp,2.0,62112.0,62112.0
940,UNKNOWN,CREDIT CARD,1.0,2017-05-31,RJ,4.0,25770.0,25770.0
941,SANTO ANDRE,CREDIT CARD,9.0,2017-12-27 12:00:00,SP,3.0,61672.0,61672.0
942,BELO HORIZONTE,CREDIT CARD,9.0,2018-06-29 12:00:00,MG,3.5,28857.0,28857.0
943,unknown,other,5.0,nan,sp,3.0,34617.0,34617.0
944,RIO DE JANEIRO,CREDIT CARD,7.0,2017-12-14 12:00:00,RJ,5.0,27603.0,27603.0
945,campinas,n/a,21.0,nan,SP,4.5,62254.0,62254.0
946,RIO DE JANEIRO,OTHER,10.0,NO_INFO,RJ,2.0,62618.0,62618.0
947,sao paulo,credit card,3.0,nones,sp,1.0,45823.0,45823.0
948,unknown,credit card,8.0,2017-09-19,mg,1.0,59887.0,59887.0
949,unknown,credit card,3.0,2018-02-22,sp,1.0,46040.0,46040.0
950,unknown,other,0.0,2017-07-18 12:00:00,MG,1.0,11665.0,11665.0
951,RIO DE JANEIRO,CREDIT CARD,3.0,2017-11-03,RJ,5.0,4762.0,4762.0
952,juiz de fora,credit card,17.0,2018-05-28,mg,1.0,29479.0,29479.0
953,sao paulo,credit card,8.0,2018-07-04,sp,4.5,54300.0,54300.0
954,unknown,credit card,17.0,2018-03-06 12:00:00,sp,2.0,30823.0,30823.0
955,UNKNOWN,CREDIT CARD,17.0,2017-10-30 12:00:00,SP,3.5,10385.0,10385.0
956,sao paulo,credit card,7.0,2017-08-02,sp,5.0,44518.0,44518.0
957,unknown,other,20.0,2017-08-30,pr,1.0,8598.0,8598.0
958,unknown,credit card,1.0,valores em falta,mg,3.0,3442.0,3442.0
959,unknown,credit card,9.0,no_info,mg,2.5,9923.0,9923.0
960,unknown,credit card,3.0,no_info,pr,3.0,57122.0,57122.0
961,unknown,credit card,1.0,2017-09-11 12:00:00,SP,3.5,45483.0,45483.0
962,santo andre,credit card,8.0,no_info,sp,4.0,49664.0,49664.0
