,precio,shipping,product,customer,category,seller,order
845,28.55,133.52,6.0,23487.0,health,1.0,23487.0
846,125.46,23.88,4.0,61467.0,fashion,5.0,61467.0
847,238.64,34.33,0.0,22685.0,TOYS,21.0,22685.0
848,15.94,21.8,14.0,32160.0,fashion,15.0,32160.0
849,128.9,70.82,0.0,39272.0,FASHION,7.0,39272.0
850,399.2,50.43,5.0,25967.0,technology,16.0,25967.0
851,411.0,67.26,13.0,31945.0,technology,3.0,31945.0
852,8.49,133.37,3.0,20727.0,fashion,8.0,20727.0
853,395.6,33.9,1.0,29176.0,HEALTH,1.0,29176.0
854,548.35,47.55,4.0,2315.0,sports,23.0,2315.0
855,NAN,NONES,1.0,28871.0,SPORTS,3.0,28871.0
856,150.82,36.04,9.0,1279.0,technology,7.0,1279.0
857,181.56,26.72,5.0,684.0,toys,8.0,684.0
858,518.18,17.38,9.0,45431.0,HEALTH,12.0,45431.0
859,89.1,4.8,0.0,23355.0,fashion,20.0,23355.0
860,175.25,33.03,2.0,27355.0,SPORTS,22.0,27355.0
861,261.0,62.92,1.0,51053.0,technology,21.0,51053.0
862,148.44,n/a,8.0,57563.0,health,12.0,57563.0
863,152.72,10.85,4.0,31798.0,sports,6.0,31798.0
864,23.1,31.99,0.0,39364.0,fashion,10.0,39364.0
865,419.9,89.34,17.0,26757.0,toys,16.0,26757.0
866,26.99,23.6,10.0,20327.0,fashion,6.0,20327.0
867,89.21,18.4,3.0,56237.0,fashion,15.0,56237.0
868,182.9,29.68,4.0,1787.0,sports,23.0,1787.0
869,518.18,38.66 r$,8.0,25952.0,toys,1.0,25952.0
870,116.11 r$,5.59,13.0,46687.0,technology,17.0,46687.0
871,109.82,25.87,7.0,31899.0,fashion,9.0,31899.0
872,145.69,61.32,14.0,11006.0,fashion,10.0,11006.0
873,279.77,45.57,1.0,41753.0,HEALTH,13.0,41753.0
874,34.0,63.11 real brasileiro,0.0,52459.0,fashion,16.0,52459.0
875,55.83,64.41,1.0,52112.0,fashion,21.0,52112.0
876,26.77,3.81,10.0,16146.0,fashion,3.0,16146.0
877,509.99,17.38,13.0,14246.0,toys,13.0,14246.0
878,15.27,150.8,3.0,59065.0,toys,20.0,59065.0
879,44.95,62.02,9.0,28233.0,fashion,12.0,28233.0
880,16.89,16.23,6.0,11785.0,fashion,5.0,11785.0
881,367.0,5.59,13.0,56383.0,sports,17.0,56383.0
882,459.99,64.98,6.0,51003.0,health,10.0,51003.0
883,95.17,23.7,0.0,17812.0,fashion,14.0,17812.0
884,1590.0,63.79,14.0,2641.0,FASHION,20.0,2641.0
885,79.43 real brasileiro,60.61,0.0,59887.0,fashion,8.0,59887.0
886,849.5,18.72,12.0,45911.0,toys,24.0,45911.0
887,28.55,NO_INFO,6.0,23487.0,NO_INFO,1.0,23487.0
888,142.14,65.56,2.0,243.0,toys,19.0,243.0
889,42.89,32.34,8.0,12846.0,toys,10.0,12846.0
890,91.33,22.56,5.0,37084.0,toys,10.0,37084.0
891,399.2,11.09 real brasileiro,1.0,28871.0,sports,3.0,28871.0
892,1549.0,45.27,4.0,42154.0,FASHION,7.0,42154.0
893,167.0,32.34,9.0,50066.0,health,5.0,50066.0
894,56.89,16.32,3.0,31294.0,fashion,13.0,31294.0
895,49.97,57.41,9.0,48011.0,technology,13.0,48011.0
896,1299.99,34.29 real,14.0,62414.0,fashion,23.0,62414.0
897,26.77,35.92,12.0,32063.0,sports,5.0,32063.0
898,15.89,valores em falta,1.0,37267.0,no_info,5.0,37267.0
899,34.0,63.11 real brasileiro,0.0,52459.0,fashion,16.0,52459.0
900,36.5,1.64,10.0,37192.0,FASHION,10.0,37192.0
901,42.89,47.55,4.0,26247.0,fashion,20.0,26247.0
902,31.99,34.4,3.0,29479.0,FASHION,17.0,29479.0
903,136.9,37.16,3.0,45423.0,technology,9.0,45423.0
904,78.73,49.26,0.0,15880.0,technology,0.0,15880.0
905,399.2,47.55,9.0,53356.0,toys,5.0,53356.0
906,49.38,58.65,8.0,36810.0,health,22.0,36810.0
907,valores em falta,nones,2.0,55435.0,health,3.0,55435.0
908,419.9,70.82,3.0,27054.0,toys,3.0,27054.0
909,26.99,30.66,7.0,53223.0,FASHION,22.0,53223.0
910,95.03,37.68,7.0,56617.0,fashion,14.0,56617.0
911,136.9,78.84,11.0,61463.0,fashion,7.0,61463.0
912,nan,4.8,0.0,23355.0,nan,20.0,23355.0
913,148.97 real brasileiro,139.18,14.0,48194.0,fashion,16.0,48194.0
914,1099.99,17.91,7.0,8125.0,health,11.0,8125.0
915,107.63,31.94,7.0,11275.0,fashion,10.0,11275.0
916,56.7,1.64,7.0,20641.0,health,0.0,20641.0
917,23.1,nones,2.0,55435.0,health,3.0,55435.0
918,1375.0,59.82,4.0,29463.0,health,20.0,29463.0
919,181.56,26.72,5.0,684.0,toys,8.0,684.0
920,1102.39,57.81,9.0,41025.0,health,3.0,41025.0
921,128.99,101.57,8.0,56295.0,health,4.0,56295.0
922,376.0,18.76,1.0,41219.0,SPORTS,22.0,41219.0
923,109.6,6.08,1.0,60279.0,SPORTS,7.0,60279.0
924,29.97,113.45,1.0,31887.0,fashion,5.0,31887.0
925,343.0,60.74 Reais,0.0,53826.0,health,22.0,53826.0
926,nan,n/a,0.0,57675.0,nones,1.0,57675.0
927,161.0,38.63,14.0,47386.0,fashion,10.0,47386.0
928,44.95,44.33,13.0,3740.0,toys,20.0,3740.0
929,1750.0,37.91,0.0,45984.0,health,7.0,45984.0
930,15.27,56.56,14.0,54406.0,fashion,0.0,54406.0
931,420.07,30.72,16.0,2134.0,SPORTS,5.0,2134.0
932,1060.0,15.17,1.0,17085.0,technology,10.0,17085.0
933,19.65,55.8,9.0,36089.0,fashion,22.0,36089.0
934,valores em falta,valores em falta,3.0,15705.0,nan,7.0,15705.0
935,66.0,47.5,3.0,20846.0,toys,10.0,20846.0
936,319.29,40.66,0.0,51885.0,TECHNOLOGY,1.0,51885.0
937,509.99,55.54,5.0,53537.0,TECHNOLOGY,17.0,53537.0
938,125.46,22.18,12.0,62543.0,TOYS,9.0,62543.0
939,144.97,34.33,1.0,50341.0,TECHNOLOGY,1.0,50341.0
940,58.1,86.8,0.0,14936.0,fashion,7.0,14936.0
941,2899.0,20.9,12.0,15438.0,sports,0.0,15438.0
942,76.6,55.54,0.0,47584.0,fashion,7.0,47584.0
943,38.48 Reais,87.83,6.0,38399.0,fashion,19.0,38399.0
944,161.0,38.63,9.0,59276.0,fashion,16.0,59276.0
945,2400.0,47.61,0.0,34618.0,SPORTS,17.0,34618.0
946,319.29,214.86,0.0,34624.0,health,9.0,34624.0
947,42.89 Real brasileiro,47.55,15.0,53111.0,sports,3.0,53111.0
948,n/a,24.79,7.0,36200.0,nan,17.0,36200.0
949,68.0,6.87,12.0,1506.0,health,10.0,1506.0
950,59.41,29.31,3.0,22129.0,technology,5.0,22129.0
951,28.55,163.52,9.0,18838.0,TECHNOLOGY,4.0,18838.0
952,164.98,72.67,7.0,19824.0,fashion,13.0,19824.0
953,258.76,47.55,0.0,22286.0,sports,9.0,22286.0
954,849.98,47.55,12.0,8598.0,toys,20.0,8598.0
955,18.1,64.41,2.0,7682.0,health,0.0,7682.0
956,12.19,73.11,9.0,32222.0,fashion,12.0,32222.0
957,217.91,valores em falta,8.0,3672.0,no_info,3.0,3672.0
958,145.99,161.82,4.0,39446.0,fashion,5.0,39446.0
959,692.0,46.76,4.0,62892.0,sports,10.0,62892.0
960,53.7,53.22,3.0,62768.0,fashion,14.0,62768.0
961,71.25,41.85,3.0,23966.0,FASHION,8.0,23966.0
962,101.45,11.23,13.0,52348.0,technology,7.0,52348.0
963,146.65,61.58,9.0,62112.0,sports,5.0,62112.0
964,399.2,36.97,4.0,27288.0,fashion,13.0,27288.0
965,128.99,27.77 real,5.0,52637.0,technology,24.0,52637.0
966,849.98,47.55,12.0,8598.0,toys,20.0,8598.0
967,nones,nan,2.0,49681.0,valores em falta,3.0,49681.0
968,18.1 REAL,7.88 R$,13.0,17528.0,TECHNOLOGY,16.0,17528.0
969,266.55,61.32,13.0,62881.0,SPORTS,10.0,62881.0
970,95.03,14.68,4.0,50660.0,technology,0.0,50660.0
971,220.99,47.86,13.0,55223.0,toys,13.0,55223.0
972,548.0,38.39,2.0,44731.0,health,5.0,44731.0
973,70.23,2.46 Real brasileiro,3.0,30703.0,technology,3.0,30703.0
974,518.18,53.29,9.0,44198.0,toys,1.0,44198.0
975,100.0,6.38,9.0,8366.0,toys,8.0,8366.0
976,399.2,47.55,13.0,52095.0,technology,6.0,52095.0
977,820.0 R$,47.04,1.0,49143.0,technology,10.0,49143.0
978,n/a,13.92,2.0,63030.0,health,24.0,63030.0
979,22.3,12.06,12.0,56386.0,SPORTS,4.0,56386.0
980,564.99,20.51,1.0,40455.0,technology,22.0,40455.0
981,509.99,47.55,12.0,4821.0,toys,19.0,4821.0
982,53.99 Reais,67.11,14.0,40329.0,fashion,8.0,40329.0
983,100.0 Real brasileiro,26.02,9.0,14252.0,toys,17.0,14252.0
984,299.99,5.93,1.0,61672.0,SPORTS,9.0,61672.0
985,182.9,25.12,9.0,54354.0,toys,9.0,54354.0
986,18.42,38.45,6.0,19509.0,fashion,9.0,19509.0
987,820.0 r$,nan,1.0,49143.0,technology,10.0,49143.0
988,344.0,22.0,9.0,7595.0,health,20.0,7595.0
989,182.9,25.12,9.0,54354.0,toys,9.0,54354.0
990,55.55,17.38,4.0,7401.0,sports,1.0,7401.0
991,79.8,17.0 Reais,12.0,15437.0,toys,10.0,15437.0
992,150.82,72.67,1.0,6093.0,toys,7.0,6093.0
993,142.14,54.51,14.0,59081.0,fashion,1.0,59081.0
994,514.0,57.3,6.0,3745.0,health,9.0,3745.0
995,35.35,25.4,1.0,31796.0,FASHION,12.0,31796.0
996,389.89,6.08,2.0,62254.0,toys,21.0,62254.0
997,252.99,50.83,9.0,23356.0,technology,16.0,23356.0
998,136.9,78.84,11.0,61463.0,FASHION,7.0,61463.0
999,820.05,31.0,9.0,16432.0,sports,8.0,16432.0
1000,37.13,13.51,6.0,61320.0,TECHNOLOGY,6.0,61320.0
1001,56.89,50.83 real brasileiro,7.0,46040.0,fashion,3.0,46040.0
1002,36.5,30.66,10.0,18858.0,FASHION,7.0,18858.0
1003,213.0,32.62 r$,1.0,4718.0,toys,24.0,4718.0
1004,15.94,21.8,14.0,32160.0,FASHION,15.0,32160.0
1005,4099.99,44.73,7.0,20815.0,FASHION,22.0,20815.0
1006,1094.04,58.02,8.0,27313.0,technology,2.0,27313.0
1007,42.89,38.66,4.0,62618.0,technology,10.0,62618.0
1008,2799.65 REAIS,35.95,9.0,46275.0,HEALTH,24.0,46275.0
1009,76.9,13.51,1.0,31437.0,toys,13.0,31437.0
1010,218.36 Real,3.04,9.0,6553.0,technology,0.0,6553.0
1011,153.99,52.08,1.0,29639.0,fashion,1.0,29639.0
1012,357.0,57.73,11.0,14886.0,fashion,3.0,14886.0
1013,264.5,60.07,9.0,37162.0,toys,1.0,37162.0
1014,358.8,65.03,2.0,39661.0,sports,21.0,39661.0
1015,110.65,47.55,3.0,63173.0,technology,22.0,63173.0
1016,6.1,9.39,1.0,20864.0,fashion,22.0,20864.0
1017,188.8 REAIS,143.67,0.0,62937.0,FASHION,5.0,62937.0
1018,692.0 real,48.34,0.0,40965.0,fashion,7.0,40965.0
1019,148.97 Real brasileiro,139.18,14.0,48194.0,fashion,16.0,48194.0
1020,58.1,41.84,13.0,1514.0,health,7.0,1514.0
1021,53.7,53.22,3.0,62768.0,fashion,14.0,62768.0
1022,109.82,23.6,14.0,52519.0,fashion,10.0,52519.0
1023,749.99,58.14,2.0,54983.0,technology,3.0,54983.0
1024,692.0,11.36,7.0,18.0,health,1.0,18.0
1025,153.75,32.34,3.0,22078.0,TOYS,21.0,22078.0
1026,56.89,97.74,3.0,7164.0,toys,10.0,7164.0
1027,319.99 R$,15.22,9.0,23670.0,TECHNOLOGY,11.0,23670.0
1028,399.2,161.82,10.0,10489.0,fashion,8.0,10489.0
1029,15.27,6.87,9.0,59724.0,sports,8.0,59724.0
1030,100.0,64.26,14.0,25575.0,fashion,20.0,25575.0
1031,106.74,46.71,6.0,1212.0,fashion,21.0,1212.0
1032,107.63 real brasileiro,21.22,8.0,50628.0,toys,0.0,50628.0
1033,692.0,78.42,8.0,18357.0,health,17.0,18357.0
1034,28.82,9.1,13.0,37116.0,technology,10.0,37116.0
1035,valores em falta,n/a,10.0,54240.0,valores em falta,15.0,54240.0
1036,376.0,53.22,10.0,58941.0,fashion,15.0,58941.0
1037,399.2 r$,22.18,1.0,61616.0,technology,13.0,61616.0
1038,454.99,13.92,2.0,58759.0,TECHNOLOGY,20.0,58759.0
1039,692.0,6.08,13.0,27701.0,sports,8.0,27701.0
1040,179.38,21.82,1.0,33376.0,sports,9.0,33376.0
1041,36.5,47.55,16.0,38719.0,sports,2.0,38719.0
1042,538.9,71.22,4.0,57872.0,technology,6.0,57872.0
1043,28.55,38.98,4.0,32516.0,fashion,5.0,32516.0
1044,128.99,6.31 REAL,13.0,22359.0,TECHNOLOGY,5.0,22359.0
1045,110.65,47.55,3.0,63173.0,technology,22.0,63173.0
1046,588.5,149.66,1.0,9602.0,nones,3.0,9602.0
1047,509.99,6.08,0.0,36812.0,TECHNOLOGY,11.0,36812.0
1048,220.33,55.54,0.0,44463.0,toys,20.0,44463.0
1049,13.97,37.33,14.0,27762.0,fashion,7.0,27762.0
1050,38.48,18.54,0.0,7975.0,sports,6.0,7975.0
1051,95.03,56.65,3.0,8572.0,technology,10.0,8572.0
1052,189.99,47.61,4.0,22269.0,health,20.0,22269.0
1053,288.75,124.54,8.0,24194.0,toys,19.0,24194.0
1054,33.57,99.34,1.0,14944.0,fashion,17.0,14944.0
1055,344.0,83.54,4.0,39027.0,HEALTH,1.0,39027.0
1056,95.03,59.62,3.0,23268.0,toys,3.0,23268.0
1057,74.5,137.13,13.0,38851.0,HEALTH,11.0,38851.0
1058,48.4,69.37 REAIS,4.0,8874.0,SPORTS,6.0,8874.0
1059,80.0,30.66,14.0,30027.0,FASHION,8.0,30027.0
1060,359.6,22.56,8.0,19827.0,technology,22.0,19827.0
1061,252.99 REAL,2.18,0.0,45321.0,SPORTS,3.0,45321.0
1062,548.35,47.55,4.0,2315.0,sports,23.0,2315.0
1063,820.05,70.34,4.0,61537.0,TECHNOLOGY,20.0,61537.0
1064,125.46,35.01,6.0,22480.0,FASHION,17.0,22480.0
1065,23.1,47.92,10.0,35315.0,fashion,7.0,35315.0
1066,NAN,NO_INFO,16.0,60812.0,NAN,10.0,60812.0
1067,54.6,82.44,1.0,11277.0,toys,13.0,11277.0
1068,271.0,6.08,5.0,13845.0,TOYS,5.0,13845.0
1069,139.79 Real brasileiro,6.54,9.0,32110.0,health,7.0,32110.0
1070,49.38,58.65,8.0,36810.0,nan,22.0,36810.0
1071,778.0,54.46,0.0,18684.0,technology,3.0,18684.0
1072,2139.99,14.41,0.0,57675.0,technology,1.0,57675.0
1073,2139.99,48.32 R$,6.0,29486.0,SPORTS,7.0,29486.0
1074,7.59 REAIS,22.97,8.0,11085.0,TOYS,5.0,11085.0
1075,966.9,35.75,8.0,35978.0,technology,8.0,35978.0
1076,328.0,47.55,9.0,9465.0,toys,0.0,9465.0
1077,367.0,2.46,11.0,7382.0,FASHION,7.0,7382.0
1078,73.02,69.22,15.0,2129.0,sports,5.0,2129.0
1079,66.9,13.83 Reais,2.0,30241.0,toys,12.0,30241.0
1080,18.76,3.03,0.0,40768.0,technology,1.0,40768.0
1081,519.99,44.16,17.0,59965.0,toys,13.0,59965.0
1082,123.62,6.87,8.0,11767.0,health,17.0,11767.0
1083,236.52,30.69,17.0,39714.0,TOYS,22.0,39714.0
1084,35.79,47.55,9.0,53941.0,fashion,21.0,53941.0
1085,128.99,125.66 r$,6.0,17807.0,sports,13.0,17807.0
1086,411.0,67.26,13.0,31945.0,technology,3.0,31945.0
1087,NO_INFO,10.55,15.0,2396.0,NONES,0.0,2396.0
1088,52.9,24.11,1.0,43044.0,toys,20.0,43044.0
1089,68.1,48.35,2.0,44630.0,toys,8.0,44630.0
1090,188.8,44.4,1.0,63525.0,technology,0.0,63525.0
1091,849.5,53.64,2.0,4620.0,HEALTH,3.0,4620.0
1092,128.99,70.39,2.0,16674.0,health,10.0,16674.0
1093,148.5 R$,146.3,14.0,17446.0,FASHION,5.0,17446.0
1094,18.1,11.87 REAL,1.0,20406.0,FASHION,16.0,20406.0
1095,729.99,47.55,1.0,6577.0,sports,5.0,6577.0
1096,NAN,163.52 REAL BRASILEIRO,4.0,19585.0,FASHION,12.0,19585.0
1097,252.99,38.63,2.0,46058.0,no_info,7.0,46058.0
1098,359.6,49.27,2.0,19273.0,health,24.0,19273.0
1099,198.5,9.21,4.0,50383.0,technology,9.0,50383.0
1100,187.5,52.79,6.0,51550.0,fashion,9.0,51550.0
1101,319.29,16.12,5.0,32182.0,TECHNOLOGY,17.0,32182.0
1102,valores em falta,12.58,6.0,58482.0,n/a,22.0,58482.0
1103,18.04,n/a,14.0,35166.0,fashion,6.0,35166.0
1104,1001.0,2.46 reais,0.0,13676.0,technology,7.0,13676.0
1105,56.89,7.54,4.0,49055.0,sports,1.0,49055.0
1106,2799.65 REAIS,33.35,2.0,37364.0,HEALTH,7.0,37364.0
1107,692.0,46.76,9.0,35814.0,sports,10.0,35814.0
1108,95.03,22.75,5.0,44725.0,TOYS,21.0,44725.0
1109,71.8,15.24 R$,9.0,8793.0,technology,6.0,8793.0
1110,33.41,29.87,1.0,20980.0,fashion,3.0,20980.0
1111,139.79,47.35,0.0,41138.0,technology,17.0,41138.0
1112,17.6,no_info,8.0,27855.0,n/a,11.0,27855.0
1113,107.63,19.96,1.0,57755.0,technology,22.0,57755.0
1114,879.33,7.94,2.0,50128.0,technology,4.0,50128.0
1115,154.0 real,38.78,8.0,39984.0,technology,7.0,39984.0
1116,346.99,35.61,12.0,30823.0,health,17.0,30823.0
1117,11.77 real,110.14,3.0,30566.0,fashion,3.0,30566.0
1118,849.5,44.07,13.0,39654.0,sports,5.0,39654.0
1119,335.99,63.2,4.0,45525.0,technology,8.0,45525.0
1120,112.01,35.95 REAIS,0.0,6623.0,NAN,10.0,6623.0
1121,24.79,82.12,4.0,26642.0,sports,22.0,26642.0
1122,72.4,51.39,12.0,48466.0,toys,17.0,48466.0
1123,2130.0,14.01,8.0,6844.0,toys,22.0,6844.0
1124,175.25,33.03,2.0,27355.0,sports,22.0,27355.0
1125,76.99,10.39,14.0,44474.0,fashion,13.0,44474.0
1126,45.9 REAIS,123.95,4.0,55908.0,FASHION,5.0,55908.0
1127,162.38,20.9,13.0,43505.0,toys,22.0,43505.0
1128,91.33,53.36,12.0,49109.0,toys,7.0,49109.0
1129,18.76,3.03,0.0,40768.0,TECHNOLOGY,1.0,40768.0
1130,399.2,47.55,9.0,53356.0,nan,5.0,53356.0
1131,0.85,31.33,3.0,53243.0,fashion,8.0,53243.0
1132,148.5,37.91,12.0,24626.0,sports,1.0,24626.0
1133,188.8,97.74,16.0,15388.0,SPORTS,17.0,15388.0
1134,475.0,47.55 R$,1.0,28726.0,toys,22.0,28726.0
1135,n/a,valores em falta,9.0,56073.0,n/a,5.0,56073.0
1136,56.89,227.57,8.0,36938.0,TOYS,7.0,36938.0
1137,419.9 R$,116.88 Real brasileiro,7.0,49877.0,health,9.0,49877.0
1138,95.03,60.35 r$,12.0,63145.0,n/a,11.0,63145.0
1139,148.5 R$,146.3,14.0,17446.0,FASHION,5.0,17446.0
1140,518.18,53.29,9.0,44198.0,toys,1.0,44198.0
1141,166.8,17.96,6.0,19348.0,sports,5.0,19348.0
1142,91.3,170.86,6.0,38494.0,fashion,10.0,38494.0
1143,419.9,21.26,0.0,19001.0,health,9.0,19001.0
1144,692.0,11.36,7.0,18.0,HEALTH,1.0,18.0
1145,95.03,15.48,0.0,42073.0,sports,5.0,42073.0
1146,620.1 reais,82.09 r$,10.0,62032.0,fashion,22.0,62032.0
1147,55.83,41.0,6.0,8839.0,HEALTH,3.0,8839.0
1148,nones,25.26,14.0,5372.0,no_info,7.0,5372.0
1149,111.27,19.67,5.0,53671.0,TECHNOLOGY,5.0,53671.0
1150,319.29,214.86,0.0,34624.0,health,9.0,34624.0
1151,749.99,58.14,2.0,54983.0,TECHNOLOGY,3.0,54983.0
1152,42.89,no_info,2.0,14371.0,toys,9.0,14371.0
1153,329.22,6.87,12.0,5726.0,toys,10.0,5726.0
1154,314.8,32.34,9.0,49664.0,technology,8.0,49664.0
1155,99.2 real,19.93,5.0,57669.0,technology,7.0,57669.0
1156,10.6,29.28,12.0,61074.0,TOYS,8.0,61074.0
1157,132.53,19.38,9.0,2984.0,sports,7.0,2984.0
1158,135.13,12.28,12.0,42827.0,sports,12.0,42827.0
1159,N/A,72.67,1.0,53723.0,NAN,23.0,53723.0
1160,278.5,106.77,0.0,52041.0,sports,12.0,52041.0
1161,no_info,valores em falta,3.0,49351.0,n/a,16.0,49351.0
1162,58.1,321.46,15.0,51239.0,sports,17.0,51239.0
1163,106.74,46.76,16.0,2869.0,sports,22.0,2869.0
1164,125.46,45.0,0.0,13435.0,technology,22.0,13435.0
1165,159.9,95.82,17.0,12734.0,toys,18.0,12734.0
1166,889.9,39.6,7.0,25628.0,health,0.0,25628.0
1167,170.7,30.01,17.0,43882.0,TOYS,5.0,43882.0
1168,62.83,36.8 Real,3.0,34848.0,fashion,9.0,34848.0
1169,128.99,69.21,7.0,16824.0,fashion,7.0,16824.0
1170,820.0 reais,33.74,12.0,60060.0,sports,17.0,60060.0
1171,2130.0,75.07,12.0,39505.0,TOYS,19.0,39505.0
1172,24.79,32.34,1.0,52205.0,fashion,5.0,52205.0
1173,212.9 Real,26.14,5.0,33505.0,technology,24.0,33505.0
1174,319.29 real,16.45,2.0,55432.0,health,22.0,55432.0
1175,74.65,6.15 real,0.0,12554.0,technology,11.0,12554.0
1176,42.79,5.41,0.0,41473.0,health,1.0,41473.0
1177,77.08,29.27 Real brasileiro,1.0,34990.0,toys,20.0,34990.0
1178,34.08,19.38,8.0,16446.0,health,3.0,16446.0
1179,nones,nan,1.0,9602.0,valores em falta,3.0,9602.0
1180,58.1,321.46,15.0,51239.0,SPORTS,17.0,51239.0
1181,1029.99,16.06,5.0,20545.0,technology,8.0,20545.0
1182,201.4,14.54,4.0,42547.0,technology,7.0,42547.0
1183,179.38,21.82,1.0,33376.0,sports,9.0,33376.0
1184,127.77,30.24,1.0,24445.0,fashion,3.0,24445.0
1185,35.79,47.55,9.0,53941.0,fashion,21.0,53941.0
1186,33.41,22.47,6.0,19670.0,FASHION,22.0,19670.0
1187,966.9,7.12,9.0,45483.0,technology,1.0,45483.0
1188,28.78,34.33,3.0,56322.0,fashion,23.0,56322.0
1189,820.0,32.34,5.0,15340.0,toys,3.0,15340.0
1190,518.18,89.55,12.0,51968.0,health,3.0,51968.0
1191,76.99,10.39,14.0,44474.0,FASHION,13.0,44474.0
1192,100.0,31.16,10.0,55749.0,FASHION,0.0,55749.0
1193,457.99,NAN,4.0,40065.0,FASHION,22.0,40065.0
1194,123.62,6.87,8.0,11767.0,health,17.0,11767.0
1195,26.77,68.55,14.0,57025.0,fashion,3.0,57025.0
1196,128.99,41.93,10.0,26049.0,fashion,12.0,26049.0
1197,108.64,2.98,15.0,49319.0,sports,9.0,49319.0
1198,26.77,95.42,1.0,22545.0,toys,22.0,22545.0
1199,23.1,42.61,2.0,55435.0,HEALTH,3.0,55435.0
1200,49.38,28.09,5.0,24754.0,technology,10.0,24754.0
1201,692.0,46.76,0.0,7020.0,sports,10.0,7020.0
1202,72.4,51.39,12.0,48466.0,toys,17.0,48466.0
1203,453.7,30.5,13.0,32306.0,toys,4.0,32306.0
1204,97.44,valores em falta,4.0,16783.0,fashion,19.0,16783.0
1205,55.55,17.38,4.0,7401.0,sports,1.0,7401.0
1206,9.95,116.88,9.0,20610.0,fashion,23.0,20610.0
1207,514.0 real,12.28,11.0,56668.0,fashion,16.0,56668.0
1208,161.25,132.94,2.0,31376.0,sports,2.0,31376.0
1209,56.89,38.63,14.0,25341.0,fashion,9.0,25341.0
1210,629.9,24.64,2.0,54133.0,technology,9.0,54133.0
1211,231.27,VALORES EM FALTA,12.0,45895.0,HEALTH,13.0,45895.0
1212,66.0,70.82,10.0,37692.0,fashion,13.0,37692.0
1213,459.99,64.98,6.0,51003.0,HEALTH,10.0,51003.0
1214,549.9,38.58,0.0,12301.0,sports,21.0,12301.0
1215,311.0,46.13,0.0,3572.0,health,3.0,3572.0
1216,49.38,82.93,10.0,17071.0,FASHION,19.0,17071.0
1217,91.3,170.86,6.0,38494.0,fashion,10.0,38494.0
1218,171.9,51.29,2.0,24958.0,technology,6.0,24958.0
1219,820.0,32.34,0.0,41437.0,technology,0.0,41437.0
1220,87.99,6.15,6.0,31589.0,fashion,22.0,31589.0
1221,104.4,126.47,7.0,35418.0,fashion,1.0,35418.0
1222,14.1,12.28,12.0,47429.0,HEALTH,17.0,47429.0
1223,valores em falta,nan,5.0,684.0,n/a,8.0,684.0
1224,34.08,19.38,8.0,16446.0,health,3.0,16446.0
1225,79.8,81.42,3.0,14850.0,technology,7.0,14850.0
1226,128.99,27.36,1.0,44670.0,HEALTH,3.0,44670.0
1227,199.1 reais,23.71,0.0,32082.0,technology,3.0,32082.0
1228,42.89,52.83,0.0,28554.0,fashion,14.0,28554.0
1229,nan,nan,9.0,32222.0,n/a,12.0,32222.0
1230,438.99,49.93,9.0,4819.0,sports,1.0,4819.0
1231,820.05 real,53.29,0.0,9679.0,toys,19.0,9679.0
1232,17.33,18.01,4.0,41115.0,fashion,3.0,41115.0
1233,33.41,29.87,1.0,20980.0,valores em falta,3.0,20980.0
1234,141.4,6.87,2.0,37646.0,sports,0.0,37646.0
1235,2799.65,52.64,8.0,54614.0,technology,20.0,54614.0
1236,95.03 reais,14.25,8.0,50688.0,toys,3.0,50688.0
1237,37.84,21.54,14.0,51520.0,fashion,3.0,51520.0
1238,420.07,30.72,16.0,2134.0,SPORTS,5.0,2134.0
1239,nan,72.67,6.0,11664.0,technology,10.0,11664.0
1240,66.0,12.01,1.0,15665.0,TOYS,10.0,15665.0
1241,394.65,19.65,13.0,11771.0,toys,3.0,11771.0
1242,nan,n/a,14.0,30027.0,fashion,8.0,30027.0
1243,no_info,valores em falta,10.0,17071.0,valores em falta,19.0,17071.0
1244,95.03,22.75,5.0,44725.0,TOYS,21.0,44725.0
1245,117.56,32.34,3.0,19387.0,fashion,7.0,19387.0
1246,1589.0 real brasileiro,67.11,9.0,1718.0,technology,0.0,1718.0
1247,2130.0,133.52,1.0,42496.0,toys,1.0,42496.0
1248,17.6,29.06 reais,7.0,33613.0,fashion,7.0,33613.0
1249,148.5 real brasileiro,65.59,14.0,34637.0,fashion,1.0,34637.0
1250,50.4,no_info,4.0,43312.0,fashion,12.0,43312.0
1251,101.45,11.23,13.0,52348.0,technology,7.0,52348.0
1252,150.82,42.38,6.0,25356.0,health,13.0,25356.0
1253,valores em falta,nan,16.0,52769.0,sports,9.0,52769.0
1254,100.0 real brasileiro,26.02,9.0,14252.0,toys,17.0,14252.0
1255,223.0,32.34 Real,7.0,18901.0,fashion,19.0,18901.0
1256,1079.99,13.5,0.0,59897.0,technology,4.0,59897.0
1257,399.2,20.9,8.0,1129.0,technology,3.0,1129.0
1258,116.6,31.47,1.0,5507.0,health,8.0,5507.0
1259,35.09,79.88,4.0,43930.0,fashion,3.0,43930.0
1260,42.89 r$,63.1,7.0,37400.0,fashion,22.0,37400.0
1261,692.0,6.08,13.0,27701.0,sports,8.0,27701.0
1262,539.92,9.87,15.0,19177.0,nan,0.0,19177.0
1263,153.75,59.68,0.0,32044.0,SPORTS,6.0,32044.0
