;order;product;seller;customer;city;state;category;price;shipping;payment;purchased;delivered;estimated_delivery;rating
388;26056;16;12;26056;niteroi;rj;sports;692.0;28.69;credit card;2018-06-10 19:58:49;2018-06-22 21:28:20;2018-07-12;5.0
389;26175;10;23;26175;sao paulo;sp;fashion;292.9;125.78;credit card;2018-07-09 00:04:47;2018-07-30 15:38:46;1900-01-01;1.0
390;26247;4;20;26247;sao paulo;sp;fashion;42.89;47.55;other;2018-01-18 10:48:40;2018-02-08 21:23:02;1900-01-01;1.0
391;26275;12;9;26275;belo horizonte;mg;toys;26.91;24.97;credit card;2018-08-04 11:57:45;2018-08-09 18:32:16;1900-01-01;2.5
392;26283;0;1;26283;unknown;mg;fashion;161.0;6.15;credit card;2018-03-12 16:10:40;2018-03-22 12:39:00;2018-04-04;3.0
393;26541;5;12;26541;unknown;pr;toys;68.0;6.87;credit card;2018-05-30 16:02:54;2018-06-19 13:58:32;1900-01-01;3.5
394;26642;4;22;26642;unknown;rs;sports;24.79;82.12;credit card;2018-05-15 08:42:18;2018-05-22 18:03:16;1900-01-01;1.0
395;26731;6;7;26731;sao paulo;sp;fashion;218.9;97.46;other;2018-04-10 21:18:01;2018-04-14 14:56:54;1900-01-01;2.0
396;26732;12;8;26732;sao bernardo do campo;sp;sports;789.89;32.34;other;2017-08-04 09:00:00;2017-08-08 18:17:00;1900-01-01;3.0
397;26757;17;16;26757;unknown;rs;toys;419.9;89.34;0;2018-05-20 19:44:25;2018-06-07 16:58:33;2018-07-03;4.0
398;27054;3;3;27054;unknown;pr;toys;419.9;70.82;credit card;2017-10-31 14:18:36;2017-11-27 20:17:19;2017-12-05;2.5
399;27085;0;10;27085;maringa;pr;toys;509.99;12.9;credit card;2017-05-17 20:31:55;2017-05-30 05:49:38;1900-01-01;5.0
400;27241;1;1;27241;unknown;sp;toys;78.73;38.98;credit card;2017-11-20 18:53:16;2017-11-28 20:44:51;1900-01-01;1.0
401;27288;4;13;27288;sao paulo;sp;0;399.2;36.97;credit card;2018-06-08 14:59:48;2018-06-13 22:14:30;2018-06-19;3.5
402;27313;8;2;27313;campinas;sp;technology;1094.04;58.02;credit card;2018-01-14 22:31:54;2018-01-22 16:03:40;2018-01-30;4.5
403;27355;2;22;27355;rio de janeiro;rj;0;175.25;valores;other;2018-06-01 21:35:14;2018-06-19 21:52:22;1900-01-01;4.5
404;27601;7;3;27601;sao paulo;sp;fashion;137.3;66.83;credit card;2017-07-16 18:19:25;2017-07-31 18:03:02;2017-07-28;2.0
405;27603;7;7;27603;rio de janeiro;rj;health;395.6;27.98;credit card;2017-11-24 18:30:43;2017-12-07 15:09:47;1900-01-01;5.0
406;27701;13;8;27701;unknown;sp;sports;692.0;6.08;credit card;2017-10-11 13:36:46;2017-10-13 20:09:31;1900-01-01;2.0
407;27736;4;16;27736;rio de janeiro;rj;health;71.8;12.59;credit card;2017-12-26 21:54:01;2018-01-08 16:52:34;2018-01-26;4.5
408;27762;14;7;27762;sao paulo;sp;fashion;13.97;37.33;credit card;2018-04-01 20:47:51;2018-04-04 20:39:19;1900-01-01;1.5
409;27907;9;23;27907;uberaba;mg;fashion;17.68;10.31;credit card;2017-11-24 21:03:03;2017-12-05 16:39:02;1900-01-01;2.5
410;27914;15;12;27914;rio de janeiro;rj;sports;71.8;61.25;credit card;2017-06-05 22:26:58;2017-06-13 06:18:03;1900-01-01;5.0
411;28093;0;5;28093;unknown;mg;health;47.33;32.88;credit card;2018-04-04 22:58:03;2018-04-10 19:31:15;1900-01-01;1.0
412;28144;2;6;28144;sao paulo;sp;health;100.0;32.8;other;2018-03-12 23:21:44;2018-03-28 14:21:51;1900-01-01;2.0
413;28177;7;9;28177;sao paulo;sp;fashion;42.3;101.63;credit card;2017-10-29 10:19:49;2017-11-13 14:59:09;1900-01-01;1.0
414;28230;6;15;28230;unknown;sp;0;34.39;0;credit card;2018-04-27 22:38:23;2018-05-04 19:22:28;1900-01-01;1.0
415;28233;9;12;28233;unknown;sp;fashion;44.95;62.02;credit card;2018-01-04 15:29:14;2018-01-09 19:16:34;1900-01-01;1.0
416;28291;8;5;28291;sao paulo;sp;technology;116.9;23.9;credit card;2018-06-21 12:10:25;2018-06-25 17:50:47;1900-01-01;3.5
417;28398;9;1;28398;sao paulo;sp;technology;145.99;10.85;credit card;2018-04-19 09:27:47;2018-04-23 21:46:54;2018-05-03;3.0
418;28444;2;20;28444;londrina;pr;toys;0;47.55;credit card;2018-01-04 12:52:13;2018-01-09 15:22:53;2018-02-01;3.5
419;28466;15;2;28466;sao paulo;sp;sports;329.2;34.33;other;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;2.0
420;28554;0;14;28554;rio de janeiro;rj;fashion;42.89;52.83;credit card;2018-06-24 22:49:54;2018-06-27 12:51:00;1900-01-01;1.5
421;28637;0;5;28637;unknown;mg;fashion;34.0;12.22;credit card;2017-10-06 15:04:26;2017-10-16 20:33:27;1900-01-01;1.0
422;28701;3;13;28701;unknown;rs;technology;79.89;3.71;credit card;2018-04-27 17:27:04;2018-05-15 20:18:41;1900-01-01;4.5
423;28847;8;11;28847;sao bernardo do campo;sp;toys;18.04;7.77;credit card;2018-04-29 18:34:00;2018-05-03 18:06:33;1900-01-01;3.5
424;28857;0;9;28857;belo horizonte;mg;fashion;142.14;54.51;credit card;2018-06-11 08:33:53;2018-06-21 16:26:49;1900-01-01;3.5
425;28871;1;3;28871;unknown;sp;sports;399.2;11.09;credit card;2018-08-16 14:46:01;2018-08-22 23:32:18;1900-01-01;2.0
426;28887;3;16;28887;unknown;rs;fashion;30.95;16.93;credit card;2017-03-12 14:32:22;2017-03-28 14:15:41;1900-01-01;3.0
427;28929;7;14;28929;rio de janeiro;rj;fashion;65.06;63.2;other;2018-07-31 12:06:37;2018-08-06 16:14:38;1900-01-01;3.5
428;28941;11;23;28941;unknown;rj;fashion;95.03;49.93;credit card;2017-11-09 19:12:27;2017-11-27 20:26:36;1900-01-01;2.5
429;29009;5;1;29009;unknown;sp;toys;153.75;55.54;credit card;2017-04-21 09:11:44;2017-04-27 15:43:31;2017-05-11;2.0
430;29158;8;22;29158;unknown;sp;health;33.41;7.82;credit card;2018-03-03 17:40:56;2018-03-14 13:17:47;2018-03-26;2.5
431;29176;1;1;29176;unknown;sp;health;395.6;33.9;credit card;2017-07-20 09:15:19;2017-07-25 22:37:50;1900-01-01;2.5
432;29269;2;24;29269;campinas;sp;health;8.8;34.33;credit card;2018-05-17 16:41:26;2018-05-21 15:22:51;1900-01-01;1.0
433;29279;13;12;29279;sao paulo;sp;technology;779.9;61.32;other;2017-09-11 21:36:12;2017-09-14 18:32:30;2017-09-21;3.5
434;29290;13;17;29290;sao paulo;sp;sports;399.2;58.38;credit card;2017-12-21 04:47:03;2017-12-23 16:29:26;1900-01-01;4.0
435;29299;0;1;29299;sao paulo;sp;technology;2700.0;24.97;other;2018-07-04 15:15:27;2018-07-10 14:51:31;1900-01-01;3.0
436;29335;13;5;29335;unknown;sp;sports;48.99;21.98;credit card;2017-09-12 23:58:05;2017-09-21 18:14:10;1900-01-01;2.0
437;29463;4;20;29463;unknown;sp;health;1375.0;59.82;credit card;2018-06-03 18:44:31;2018-06-07 13:22:19;2018-07-11;3.0
438;29479;3;17;29479;juiz de fora;mg;fashion;31.99;34.4;credit card;2018-04-22 19:41:06;2018-05-14 18:19:37;2018-05-28;1.0
439;29486;6;7;29486;sao paulo;sp;sports;2139.99;48.32;credit card;2017-06-12 09:43:41;2017-06-19 14:07:49;2017-06-28;4.5
440;29501;9;19;29501;unknown;mg;0;395.6;59.82;other;2017-11-30 22:44:11;2017-12-27 20:10:12;1900-01-01;1.0
441;29507;8;0;29507;sao paulo;sp;toys;22.0;67.6;credit card;2018-08-10 12:50:30;2018-08-24 14:22:43;2018-09-05;1.0
442;29517;8;9;29517;unknown;sp;toys;564.99;20.9;credit card;2018-02-15 10:33:30;2018-02-24 19:15:56;1900-01-01;2.0
443;29571;13;10;29571;unknown;sp;toys;161.0;35.07;0;2018-07-06 23:09:15;2018-07-16 14:48:29;2018-07-27;2.5
444;29633;9;17;29633;unknown;sp;fashion;495.95;29.6;credit card;2018-04-02 09:35:34;2018-04-05 21:34:35;1900-01-01;2.5
445;29639;1;1;29639;unknown;mg;0;0;0;credit card;1900-01-01 00:00:00;2017-11-20 19:29:16;1900-01-01;1.5
446;29673;9;21;29673;unknown;sp;health;89.91;34.33;credit card;2018-05-16 17:20:12;2018-05-21 15:06:45;2018-05-24;2.5
447;30027;14;8;30027;0;0;fashion;80.0;30.66;valores em falta;2017-09-28 15:57:39;2017-10-04 23:17:41;1900-01-01;1.5
448;30241;2;12;30241;unknown;mg;toys;66.9;13.83;credit card;2018-01-08 22:25:26;2018-01-17 21:09:55;1900-01-01;1.0
449;30364;7;1;30364;unknown;mg;fashion;100.0;56.92;0;2018-04-30 09:34:18;2018-05-08 16:44:46;2018-05-16;1.5
450;30402;2;11;30402;unknown;rj;technology;159.9;4.24;other;2018-07-02 15:38:53;2018-07-11 19:20:34;1900-01-01;3.0
451;30407;3;9;30407;unknown;pr;fashion;56.89;16.29;other;2018-05-21 08:47:36;2018-06-11 20:36:25;2018-06-21;1.0
452;30566;3;3;30566;rio de janeiro;rj;fashion;11.77;110.14;other;2018-06-17 14:53:15;2018-06-26 20:35:41;1900-01-01;1.0
453;30683;13;22;30683;unknown;sp;health;820.0;55.54;credit card;2017-03-01 08:47:36;2017-03-14 11:17:28;1900-01-01;4.0
454;30703;3;3;30703;unknown;rj;technology;70.23;2.46;credit card;2017-03-26 13:16:52;2017-04-04 09:58:10;1900-01-01;4.5
455;30757;9;19;30757;porto alegre;0;health;1094.04;109.73;credit card;2018-04-30 18:55:04;2018-05-09 13:58:34;1900-01-01;5.0
456;30823;12;17;30823;unknown;sp;0;346.99;35.61;credit card;2018-02-12 10:12:54;2018-02-27 22:09:24;1900-01-01;2.0
457;31193;7;10;31193;sao paulo;sp;fashion;52.0;61.32;credit card;2017-03-25 11:51:39;2017-03-29 16:34:17;1900-01-01;1.0
458;31226;12;5;31226;unknown;sp;toys;319.29;21.91;credit card;2017-09-27 22:10:10;2017-10-11 23:42:48;1900-01-01;2.5
459;31253;3;18;31253;unknown;sp;toys;4099.99;53.16;other;2018-04-24 14:11:16;2018-04-30 15:47:00;1900-01-01;2.0
460;31282;7;15;31282;sao paulo;sp;fashion;46.2;113.01;credit card;2018-08-19 17:06:05;2018-08-23 01:32:04;1900-01-01;1.5
461;31294;3;13;31294;unknown;sp;fashion;56.89;16.32;other;2018-02-15 10:19:55;2018-02-28 14:49:22;1900-01-01;1.0
462;31376;2;2;31376;unknown;sp;sports;161.25;132.94;0;2018-08-15 16:58:08;2018-08-17 22:51:29;1900-01-01;1.0
463;31437;1;13;31437;sao paulo;sp;toys;76.9;13.51;credit card;2018-05-07 10:45:57;2018-05-16 21:22:30;1900-01-01;3.5
464;31453;5;21;31453;unknown;sp;toys;232.99;86.85;credit card;2018-06-26 00:41:04;2018-06-29 15:37:10;1900-01-01;2.5
465;31462;2;20;31462;cascavel;pr;toys;319.29;339.59;credit card;2018-05-08 12:30:32;2018-05-15 16:46:52;1900-01-01;1.0
466;31521;14;3;31521;sao paulo;sp;fashion;34.36;44.33;other;2018-01-06 17:14:01;2018-01-12 20:46:49;1900-01-01;1.0
467;31589;6;22;31589;unknown;rj;fashion;87.99;6.15;credit card;2018-04-08 11:42:18;2018-04-17 17:52:30;2018-04-30;4.0
468;31720;1;0;31720;unknown;sp;fashion;26.68;36.72;credit card;2018-04-25 10:36:59;2018-05-03 19:54:53;2018-05-23;1.0
469;31796;1;12;31796;unknown;sp;fashion;35.35;25.4;credit card;2018-08-12 19:56:59;2018-08-21 23:28:51;1900-01-01;1.0
470;31798;4;6;31798;unknown;sp;sports;152.72;10.85;other;2018-05-11 17:22:20;2018-05-17 23:27:58;2018-05-24;1.0
471;31841;2;12;31841;unknown;rj;valores em falta;valores;0;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;4.5
472;31887;1;5;31887;unknown;rj;fashion;29.97;113.45;credit card;2018-05-09 20:52:27;2018-06-01 19:04:10;2018-06-06;1.5
473;31899;7;9;31899;unknown;pr;fashion;109.82;25.87;other;2018-04-23 20:23:04;2018-05-03 18:39:48;2018-05-17;1.0
474;31945;13;3;31945;unknown;pr;technology;411.0;67.26;other;2018-03-07 14:01:51;2018-03-30 00:58:26;2018-04-02;3.0
475;31999;5;1;31999;sao paulo;sp;toys;330.99;43.34;credit card;2018-06-06 17:22:52;2018-06-08 19:59:36;1900-01-01;3.0
476;32044;0;6;32044;unknown;rs;sports;153.75;59.68;credit card;2017-07-05 16:05:20;2017-07-14 18:32:55;1900-01-01;4.5
477;32063;12;5;32063;unknown;mg;sports;26.77;35.92;credit card;2018-01-30 21:08:20;2018-02-17 00:28:00;1900-01-01;1.0
478;32076;17;11;32076;unknown;sp;toys;15.9;10.56;credit card;2017-11-30 19:49:47;2018-01-03 17:10:59;1900-01-01;1.0
479;32082;0;3;32082;unknown;sp;technology;199.1;23.71;credit card;2018-01-11 16:20:12;2018-01-29 19:48:57;2018-02-21;2.5
480;32100;9;0;32100;unknown;mg;fashion;10.1;8.55;credit card;2018-07-09 08:54:35;2018-07-13 22:48:34;1900-01-01;1.5
481;32110;9;7;32110;unknown;mg;health;139.79;6.54;credit card;2017-08-08 21:39:52;2017-08-17 20:56:36;2017-09-01;2.5
482;32144;5;10;32144;sao paulo;sp;technology;128.99;12.59;credit card;2018-01-15 02:39:35;2018-02-02 16:33:46;1900-01-01;4.5
483;32160;14;15;32160;belo horizonte;mg;0;15.94;valores;credit card;2018-02-14 17:51:11;2018-03-02 23:11:24;1900-01-01;1.0
484;32182;5;17;32182;sao paulo;sp;technology;319.29;16.12;credit card;2017-11-10 13:42:22;2017-11-22 14:12:32;2017-12-05;4.5
485;32222;9;12;32222;niteroi;rj;fashion;12.19;73.11;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;1.0
486;32306;13;4;32306;sao paulo;sp;toys;453.7;30.5;other;2018-07-02 09:34:13;2018-07-10 22:22:44;2018-07-23;2.0
487;32330;1;1;32330;unknown;sp;fashion;91.33;38.48;credit card;2017-12-12 12:11:59;2017-12-18 19:38:34;1900-01-01;1.0
488;32347;1;5;32347;sao paulo;sp;toys;692.0;2.75;credit card;2017-07-17 20:15:39;2017-07-26 03:13:31;1900-01-01;5.0
489;32401;6;5;32401;unknown;sp;sports;728.0;37.8;other;2018-04-08 18:01:46;2018-04-13 15:37:51;1900-01-01;2.0
490;32465;2;7;32465;sao paulo;sp;sports;156.9;30.46;credit card;2017-12-11 23:18:08;2017-12-27 14:38:42;1900-01-01;4.5
491;32516;4;5;32516;unknown;rs;fashion;28.55;38.98;credit card;2018-02-24 12:48:15;2018-03-12 18:36:43;2018-03-28;1.0
492;32521;5;5;32521;uberaba;mg;toys;475.0;161.82;credit card;2017-07-27 16:11:58;2017-08-02 22:43:53;1900-01-01;2.0
493;32533;9;19;32533;unknown;rs;health;86.96;6.54;credit card;2018-06-23 22:12:28;2018-07-09 20:20:43;1900-01-01;4.5
494;32695;9;11;32695;unknown;sp;health;319.29;33.22;credit card;2017-09-20 13:05:16;2017-09-29 19:53:03;1900-01-01;2.0
495;32902;10;6;32902;sao paulo;sp;fashion;509.99;5.88;other;2018-02-05 16:42:37;2018-02-21 20:17:01;2018-03-01;2.5
496;32914;9;2;32914;unknown;sp;technology;125.46;22.18;credit card;2018-01-29 20:32:55;2018-02-09 12:59:02;1900-01-01;3.5
497;33003;6;12;33003;unknown;sp;sports;59.88;34.33;credit card;2018-05-01 14:14:10;2018-05-04 16:09:05;1900-01-01;1.0
498;33165;12;5;33165;unknown;sp;sports;490.9;1.87;credit card;2017-11-01 22:25:54;2017-11-14 19:33:15;2017-11-27;2.0
499;33376;1;9;33376;unknown;pr;sports;179.38;21.82;credit card;2017-02-09 11:01:15;2017-02-15 11:54:38;1900-01-01;4.5
500;33392;1;3;33392;unknown;sp;fashion;56.89;133.85;credit card;2018-04-24 15:34:22;2018-05-04 20:09:00;2018-05-21;1.0
501;33410;9;3;33410;unknown;sp;toys;144.89;38.66;credit card;2017-05-10 16:04:38;2017-05-17 16:25:59;2017-06-02;2.5
502;33422;0;12;33422;unknown;sp;toys;152.72;30.66;other;2017-06-09 13:52:07;2017-06-19 11:53:36;1900-01-01;2.5
503;33505;5;24;33505;porto alegre;rs;technology;212.9;26.14;other;2017-08-21 00:05:16;2017-08-25 21:21:29;1900-01-01;4.5
504;33613;7;7;33613;unknown;sp;fashion;17.6;29.06;credit card;1900-01-01 00:00:00;2017-02-13 16:05:11;1900-01-01;1.0
505;33623;6;21;33623;unknown;mg;fashion;820.0;23.71;credit card;2018-08-10 10:11:40;2018-08-15 15:27:49;1900-01-01;3.5
506;33809;6;1;33809;rio de janeiro;rj;technology;130.9;125.47;credit card;2018-03-15 23:38:37;2018-03-26 15:08:40;1900-01-01;4.5
507;33955;5;20;33955;campinas;sp;technology;966.9;58.49;credit card;2018-07-25 06:18:20;2018-08-07 16:38:51;1900-01-01;4.5
508;33984;9;19;33984;unknown;sp;fashion;266.55;50.28;credit card;2018-04-04 23:35:19;2018-04-11 18:19:10;2018-04-26;3.0
509;34473;6;7;34473;campinas;sp;sports;401.34;36.86;credit card;2017-03-30 17:24:38;2017-04-11 12:53:37;1900-01-01;4.5
510;34617;9;5;34617;unknown;sp;technology;820.0;60.07;other;2018-03-23 16:36:35;2018-03-29 01:29:44;2018-04-05;3.0
511;34618;0;17;34618;unknown;rj;sports;2400.0;47.61;other;2018-07-15 20:37:57;2018-07-26 19:05:30;1900-01-01;3.0
512;34624;0;9;34624;unknown;mg;health;319.29;214.86;other;2017-11-16 12:30:55;2017-12-04 19:46:56;1900-01-01;1.0
513;34629;0;22;34629;sao paulo;sp;fashion;76.6;34.33;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;2018-07-18;2.5
514;34637;14;1;34637;unknown;sp;fashion;148.5;65.59;other;2018-04-13 09:50:29;2018-04-23 21:09:44;1900-01-01;1.5
515;34682;13;7;34682;unknown;sp;0;354.9;11.39;credit card;2018-05-05 14:32:51;1900-01-01 00:00:00;1900-01-01;3.0
516;34814;8;5;34814;unknown;mg;health;188.8;6.87;credit card;2017-12-18 18:37:30;2017-12-27 19:22:28;1900-01-01;2.5
517;34990;1;20;34990;sao paulo;sp;toys;77.08;29.27;credit card;2017-10-16 12:18:33;2017-10-23 17:45:05;1900-01-01;3.5
518;35024;7;8;35024;unknown;pr;fashion;184.9;45.73;other;2017-05-11 13:22:02;2017-05-24 17:24:50;1900-01-01;1.0
519;35099;2;0;35099;sao paulo;sp;sports;109.82;4.52;other;2018-07-10 18:13:28;2018-07-30 18:42:13;2018-08-01;3.0
520;35166;14;6;35166;sao paulo;sp;fashion;18.04;21.65;credit card;1900-01-01 00:00:00;2018-08-13 14:50:44;1900-01-01;1.0
521;35249;1;1;35249;unknown;sp;fashion;159.9;39.95;other;2018-02-26 14:09:57;2018-03-06 22:38:53;1900-01-01;1.0
522;35271;11;6;35271;unknown;sp;fashion;28.58;61.16;credit card;2018-08-06 02:58:06;2018-08-13 21:41:52;1900-01-01;1.0
523;35315;10;7;35315;cascavel;pr;fashion;23.1;47.92;credit card;2018-03-24 17:26:26;2018-03-31 16:38:25;1900-01-01;1.0
524;35321;3;16;35321;rio de janeiro;rj;technology;34.0;12.22;other;2018-02-14 21:17:34;2018-03-17 19:12:51;1900-01-01;1.0
525;35418;7;1;35418;unknown;sp;fashion;104.4;126.47;credit card;2018-01-10 21:06:26;2018-01-27 14:37:48;1900-01-01;1.0
526;35479;10;0;35479;curitiba;pr;fashion;820.0;38.66;other;2017-08-17 16:52:27;2017-08-23 15:16:36;1900-01-01;3.0
527;35500;9;7;35500;unknown;rj;health;1094.04;104.08;credit card;2018-07-14 16:42:34;2018-07-21 19:42:36;2018-07-31;4.5
528;35755;3;23;35755;uberlandia;mg;fashion;76.99;38.94;credit card;2017-07-20 10:25:46;2017-08-01 20:59:56;1900-01-01;1.0
529;35814;9;10;35814;rio de janeiro;rj;sports;692.0;46.76;other;2017-09-13 12:52:01;2017-10-02 17:29:10;2017-10-09;5.0
530;35923;1;19;35923;rio de janeiro;rj;health;639.0;48.35;credit card;2017-04-03 19:20:39;2017-04-13 18:42:25;2017-05-04;5.0
531;35978;8;8;35978;rio de janeiro;rj;technology;966.9;0;credit card;2017-04-26 17:02:12;2017-05-25 11:11:56;1900-01-01;5.0
532;36137;9;20;36137;unknown;mg;health;56.89;82.12;credit card;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;1.0
533;36175;3;5;36175;sao paulo;sp;technology;95.17;23.7;credit card;2018-05-01 11:04:20;2018-05-21 11:26:39;2018-05-25;4.0
534;36200;7;17;36200;rio de janeiro;rj;health;45.83;24.79;credit card;2018-08-20 17:04:34;2018-08-29 16:41:59;1900-01-01;4.0
535;36273;6;4;36273;unknown;sp;health;44.63;11.39;credit card;2018-04-23 14:57:13;2018-05-03 00:51:52;1900-01-01;3.5
536;36396;0;3;36396;rio de janeiro;rj;technology;319.29;36.46;other;2017-11-10 16:54:13;2017-11-21 23:26:35;1900-01-01;4.5
537;36397;11;17;36397;unknown;rj;fashion;145.99;63.1;credit card;2018-03-27 08:43:54;2018-05-02 23:59:00;1900-01-01;1.0
538;36507;0;4;36507;unknown;mg;technology;274.49;24.23;credit card;2018-03-04 19:19:26;2018-04-09 19:48:46;2018-04-02;1.0
539;36810;8;22;36810;unknown;rj;health;49.38;58.65;other;1900-01-01 00:00:00;1900-01-01 00:00:00;1900-01-01;1.0
540;36812;0;11;36812;unknown;sp;technology;509.99;6.08;credit card;2017-10-13 02:07:11;2017-10-16 18:03:57;1900-01-01;3.0
541;36883;13;21;36883;unknown;mg;technology;49.98;21.98;credit card;2017-08-21 21:32:06;2017-09-01 17:57:54;1900-01-01;2.0
542;36938;8;7;36938;unknown;sp;toys;56.89;227.57;other;2017-07-02 14:38:35;2017-07-12 18:36:02;1900-01-01;1.5
543;37087;1;0;37087;unknown;pr;fashion;692.0;46.76;credit card;2017-05-08 23:21:34;2017-06-16 11:11:50;2017-06-07;1.0
544;37116;13;10;37116;unknown;sp;technology;28.82;9.1;credit card;2017-10-23 15:16:58;2017-10-31 22:23:42;2017-11-16;1.0
545;37162;9;1;37162;sao paulo;sp;toys;264.5;60.07;credit card;2018-05-11 00:09:19;2018-05-14 19:51:59;2018-05-21;2.0
546;37192;10;10;37192;unknown;mg;fashion;36.5;1.64;credit card;2018-08-20 10:38:17;2018-08-24 23:04:47;1900-01-01;2.0
547;37227;9;1;37227;nova iguacu;rj;technology;1514.0;44.11;other;2018-02-16 16:30:42;2018-02-28 21:56:45;1900-01-01;4.5
548;37267;1;5;37267;sao paulo;sp;sports;15.89;34.33;credit card;2018-06-12 19:14:34;2018-06-14 19:21:55;1900-01-01;1.0
549;37364;2;7;37364;rio de janeiro;rj;health;2799.65;33.35;credit card;2018-05-12 13:50:23;2018-05-18 18:29:01;2018-06-20;5.0
550;37391;4;1;37391;unknown;rj;technology;91.33;70.34;credit card;2017-02-05 18:57:32;2017-02-15 08:07:38;1900-01-01;4.5
551;37400;7;22;37400;unknown;pr;fashion;42.89;63.1;other;2018-03-17 16:57:38;2018-03-27 20:54:52;1900-01-01;1.0
552;37433;6;5;37433;0;mg;health;194.0;0.07;credit card;2018-08-13 12:05:52;2018-08-18 05:34:27;2018-08-22;4.5
553;37506;3;2;37506;sao paulo;sp;technology;42.2;45.41;credit card;2018-05-08 16:53:32;2018-05-16 19:04:28;1900-01-01;1.0
554;37621;5;8;37621;juiz de fora;mg;technology;236.52;92.03;other;2018-05-10 17:49:54;2018-05-19 00:10:45;1900-01-01;3.5
555;37622;5;9;37622;unknown;sp;toys;178.99;42.02;credit card;2018-05-12 21:50:00;2018-05-18 18:04:10;1900-01-01;2.0
556;37623;10;14;37623;sao paulo;sp;fashion;107.63;26.02;credit card;2017-07-24 22:11:50;2017-07-31 16:59:58;2017-08-15;3.0
557;37646;2;0;37646;unknown;mg;sports;141.4;6.87;other;2018-07-26 22:42:46;2018-08-07 15:18:43;2018-08-14;2.0
558;37660;4;17;37660;unknown;mg;sports;419.9;15.93;credit card;2018-08-20 17:16:49;2018-08-29 19:06:50;1900-01-01;2.0
559;37692;10;13;37692;sao goncalo;rj;fashion;66.0;70.82;credit card;2018-01-22 18:01:40;2018-02-05 20:53:02;1900-01-01;1.0
560;37892;6;22;37892;unknown;sp;technology;249.5;50.28;credit card;2018-04-04 09:12:02;2018-04-10 15:38:49;1900-01-01;2.0
561;38044;8;12;38044;cascavel;pr;technology;77.07;21.31;other;2018-08-15 19:30:07;2018-08-27 16:55:37;2018-08-31;2.0
562;38052;8;1;38052;unknown;sp;toys;71.25;13.58;other;2017-03-23 14:07:06;2017-04-03 13:37:45;1900-01-01;2.0
563;38061;9;10;38061;rio de janeiro;rj;toys;71.8;24.23;credit card;2017-11-02 21:17:47;2017-11-08 19:14:01;1900-01-01;4.5
564;38083;15;17;38083;unknown;sp;sports;969.99;141.36;credit card;2018-02-26 21:44:20;2018-03-17 00:51:35;1900-01-01;4.5
565;38209;12;1;38209;sao paulo;sp;sports;167.0;50.28;credit card;2018-03-08 10:43:22;2018-03-16 23:28:48;2018-03-26;2.0
566;38213;2;17;38213;rio de janeiro;rj;sports;579.75;42.48;credit card;2017-07-19 18:45:11;2017-07-28 20:33:41;2017-08-11;5.0
567;38300;1;21;38300;sao bernardo do campo;sp;toys;113.49;9.49;credit card;2018-03-31 17:40:49;2018-04-05 20:21:44;2018-04-18;3.0
568;38399;6;19;38399;unknown;sp;fashion;38.48;87.83;credit card;2017-04-27 20:35:28;2017-05-09 09:11:25;2017-06-01;1.0
569;38431;10;22;38431;sao paulo;sp;fashion;24.1;32.34;other;2017-10-02 14:18:49;2017-10-06 21:24:43;1900-01-01;1.5
570;38479;5;5;38479;rio de janeiro;rj;technology;273.0;68.02;credit card;2017-09-05 09:45:57;2017-09-13 23:45:00;1900-01-01;4.5
571;38494;6;10;38494;niteroi;rj;fashion;91.3;170.86;other;2018-02-06 18:21:30;2018-02-16 18:32:12;1900-01-01;1.0
572;38595;9;6;38595;unknown;sp;fashion;231.27;43.28;other;2018-07-14 00:41:01;2018-07-23 13:58:56;1900-01-01;2.0
573;38719;16;2;38719;unknown;mg;sports;36.5;47.55;credit card;2018-01-12 13:14:51;2018-01-23 16:09:51;2018-02-09;1.5
574;38851;13;11;38851;rio de janeiro;rj;health;74.5;137.13;credit card;2017-07-15 11:13:09;2017-07-28 18:16:25;2017-08-08;1.0
575;38983;10;1;38983;sao paulo;sp;fashion;49.38;66.93;credit card;2017-08-28 20:24:53;2017-08-31 16:52:02;2017-09-14;1.5
576;39011;1;8;39011;unknown;sp;fashion;47.6;valores;credit card;2018-03-30 16:27:56;2018-04-13 23:28:32;1900-01-01;1.0
577;39027;4;1;39027;porto alegre;rs;health;344.0;83.54;credit card;2018-05-30 09:03:01;2018-06-05 17:19:35;1900-01-01;5.0
578;39272;0;7;39272;unknown;mg;fashion;128.9;70.82;credit card;2018-03-05 10:43:53;2018-03-28 12:03:56;1900-01-01;1.0
579;39309;4;5;39309;unknown;pr;health;42.89;2.46;credit card;2017-02-03 16:25:13;2017-02-10 10:51:54;1900-01-01;4.0
580;39311;6;0;39311;unknown;sp;fashion;692.0;2.75;credit card;2017-08-21 17:46:25;2017-08-24 13:44:36;1900-01-01;3.0
581;39356;3;7;39356;sao paulo;sp;fashion;76.6;70.34;credit card;2017-03-23 12:27:53;2017-03-29 13:47:17;1900-01-01;2.0
