,order,purchased,delivered,shipping,estimated_delivery,product
559,32110.0,2017-08-08 21:39:52,2017-08-17 20:56:36,6.54,2017-09-01,9.0
560,5966.0,2017-11-23 10:42:29,2017-12-04 21:52:12,nones,2017-12-26 12:00:00,4.0
561,51520.0,2018-08-07 09:30:10,2018-08-14 19:32:53,21.54,2018-08-28,14.0
562,34617.0,2018-03-23 16:36:35,2018-03-29 01:29:44,60.07,2018-04-05,9.0
563,17393.0,2018-05-24 16:01:40,2018-06-11 20:18:19,56.66,2018-06-26,12.0
564,38479.0,2017-09-05 09:45:57,2017-09-13 23:45:00,68.02,2017-09-18 12:00:00,5.0
565,15700.0,2018-08-06 12:22:58,2018-08-14 11:47:42,61.03 reais,2018-09-11 12:00:00,3.0
566,25770.0,2017-05-06 20:23:57,2017-05-24 05:47:52,47.55,2017-05-31,15.0
567,46141.0,2018-03-02 14:18:51,2018-03-09 21:04:32,30.66,2018-03-20 12:00:00,9.0
568,55109.0,2017-09-05 13:52:21,2017-09-18 18:59:39,16.59,2017-10-03,0.0
569,35099.0,2018-07-10 18:13:28,2018-07-30 18:42:13,4.52,2018-08-01,2.0
570,243.0,2018-08-10 19:29:13,2018-08-21 13:33:06,65.56,valores em falta,2.0
571,39702.0,2017-02-28 12:20:53,2017-03-09 15:48:15,78.07,2017-03-20 12:00:00,3.0
572,50066.0,2017-07-18 21:02:57,2017-07-21 20:46:35,32.34,2017-07-31 12:00:00,9.0
573,31226.0,2017-09-27 22:10:10,2017-10-11 23:42:48,21.91,2017-10-17 12:00:00,12.0
574,31294.0,2018-02-15 10:19:55,2018-02-28 14:49:22,16.32,2018-03-13 12:00:00,3.0
575,33165.0,2017-11-01 22:25:54,2017-11-14 19:33:15,1.87,2017-11-27,12.0
576,38061.0,2017-11-02 21:17:47,2017-11-08 19:14:01,24.23,2017-11-23 12:00:00,9.0
577,32063.0,2018-01-30 21:08:20,2018-02-17 00:28:00,35.92,2018-03-02 12:00:00,12.0
578,62414.0,2018-04-07 08:28:23,2018-04-16 13:26:37,34.29 real,2018-04-26 12:00:00,14.0
579,45321.0,2017-06-04 11:52:38,2017-06-19 20:04:19,2.18,2017-07-03 12:00:00,0.0
580,61250.0,n/a,2017-09-13 18:05:09,nan,2017-09-28 12:00:00,4.0
581,19422.0,2018-06-29 18:52:27,2018-07-10 11:31:55,39.91,2018-07-25 12:00:00,0.0
582,9273.0,2017-08-25 11:16:05,2017-08-30 14:04:26,49.05 Reais,2017-09-08,1.0
583,43416.0,2017-12-05 11:23:29,2017-12-08 21:43:02,37.29,2017-12-21 12:00:00,0.0
584,1225.0,2017-08-02 09:49:20,2017-08-10 15:28:03,56.11,2017-08-22,13.0
585,6389.0,2017-08-28 18:41:07,2017-09-02 12:30:09,27.2 r$,2017-09-15 12:00:00,8.0
586,50955.0,NONES,2017-09-21 18:08:33,47.55,2017-09-29 12:00:00,2.0
587,59065.0,2018-03-31 21:09:19,2018-05-08 13:58:42,150.8,n/a,3.0
588,35321.0,2018-02-14 21:17:34,2018-03-17 19:12:51,12.22,VALORES EM FALTA,3.0
589,9923.0,2018-01-07 18:03:55,2018-01-29 22:25:14,0.62,no_info,1.0
590,53243.0,2018-07-01 09:24:46,2018-07-06 18:57:24,31.33,nan,3.0
591,40226.0,2018-06-16 19:54:35,2018-06-28 18:21:13,50.15,2018-07-27,13.0
592,44731.0,2018-03-26 11:02:31,2018-04-09 21:53:23,38.39,2018-04-27 12:00:00,2.0
593,38431.0,2017-10-02 14:18:49,2017-10-06 21:24:43,32.34,2017-10-18 12:00:00,10.0
594,19177.0,2018-05-16 16:19:18,2018-06-05 20:19:00,9.87,2018-06-08 12:00:00,15.0
595,31999.0,2018-06-06 17:22:52,2018-06-08 19:59:36,43.34,nan,5.0
596,27195.0,NAN,2018-05-11 00:58:36,50.28 REAIS,2018-05-25,4.0
597,1190.0,2017-11-24 13:01:09,nan,62.6,2017-12-15,11.0
598,54061.0,2018-07-26 13:19:41,2018-07-30 18:08:56,60.07 r$,2018-08-10 12:00:00,9.0
599,51495.0,2017-11-24 19:54:51,2017-12-12 00:25:28,59.62,n/a,0.0
600,14408.0,2018-08-04 10:41:25,2018-08-10 22:38:31,19.65,2018-08-20,1.0
601,8056.0,2018-04-13 17:07:24,2018-05-04 18:17:29,45.05,n/a,0.0
602,52769.0,nones,n/a,nan,n/a,16.0
603,1129.0,2018-02-15 15:33:13,2018-03-05 22:51:50,20.9,2018-03-07,8.0
604,57216.0,2017-10-11 08:32:20,2017-10-20 20:52:12,41.41,valores em falta,16.0
605,42432.0,2018-02-14 11:54:55,2018-02-19 15:43:36,nan,nones,16.0
606,23765.0,2018-07-17 18:27:15,2018-07-28 00:58:37,52.64,2018-08-07 12:00:00,1.0
607,17915.0,nones,no_info,n/a,2018-06-21 12:00:00,9.0
608,53941.0,2017-08-07 12:25:53,2017-09-18 20:37:44,47.55,2017-08-29,9.0
609,36938.0,2017-07-02 14:38:35,2017-07-12 18:36:02,227.57,2017-07-21 12:00:00,8.0
610,62504.0,2018-05-15 11:09:53,2018-05-22 21:04:07,11.33,2018-06-08,6.0
611,55435.0,nones,nones,nones,nones,2.0
612,1003.0,2018-01-09 07:51:15,2018-01-17 16:33:01,32.34,2018-01-26 12:00:00,1.0
613,24907.0,2017-09-16 21:48:11,2017-10-05 20:03:28,68.88,2017-10-11 12:00:00,0.0
614,22129.0,2018-04-14 12:12:34,nones,29.31,2018-04-26,3.0
615,52519.0,n/a,2017-10-13 23:54:02,23.6,2017-10-23 12:00:00,14.0
616,6777.0,nones,no_info,nones,valores em falta,13.0
617,60350.0,2018-04-15 13:28:28,2018-04-25 22:52:49,36.72,2018-05-14 12:00:00,2.0
618,13294.0,2018-02-01 15:15:52,2018-02-04 18:56:29,61.32,2018-02-19,6.0
619,1190.0,2017-11-24 13:01:09,2017-11-30 17:15:03,62.6,2017-12-15,11.0
620,29501.0,2017-11-30 22:44:11,2017-12-27 20:10:12,59.82,2017-12-28 12:00:00,9.0
621,7460.0,2018-06-19 17:11:30,2018-06-26 23:28:45,69.96,2018-07-25 12:00:00,14.0
622,31945.0,2018-03-07 14:01:51,2018-03-30 00:58:26,67.26,2018-04-02,13.0
623,37400.0,2018-03-17 16:57:38,2018-03-27 20:54:52,63.1,2018-04-10 12:00:00,7.0
624,50021.0,2018-02-23 13:47:17,2018-03-10 15:58:27,46.68,2018-03-16 12:00:00,9.0
625,7382.0,2017-04-19 17:57:46,2017-05-12 14:23:08,2.46,2017-05-11 12:00:00,11.0
626,33623.0,2018-08-10 10:11:40,2018-08-15 15:27:49,23.71,2018-08-30 12:00:00,6.0
627,49877.0,2018-07-04 17:33:01,2018-07-06 12:51:11,116.88 Real brasileiro,2018-07-17,7.0
628,51901.0,2018-01-21 17:44:04,2018-01-30 16:35:01,13.08,2018-02-16,9.0
629,40965.0,2017-07-12 07:44:44,2017-07-19 14:53:34,48.34,2017-08-01 12:00:00,0.0
630,61985.0,2018-01-09 20:59:52,2018-01-18 23:33:50,21.19,2018-02-02 12:00:00,2.0
631,23861.0,2018-06-13 14:57:53,2018-06-18 18:03:38,23.71,2018-07-04 12:00:00,8.0
632,36175.0,2018-05-01 11:04:20,2018-05-21 11:26:39,23.7,2018-05-25,3.0
633,46498.0,2017-11-12 17:21:23,2017-12-05 16:48:47,15.55,2017-12-21 12:00:00,4.0
634,5108.0,2017-01-31 21:57:33,2017-02-08 14:47:42,35.46,2017-03-09 12:00:00,1.0
635,11216.0,2017-07-13 17:49:51,2017-07-24 16:42:31,38.66,2017-08-11 12:00:00,4.0
636,28554.0,2018-06-24 22:49:54,2018-06-27 12:51:00,52.83,2018-08-02 12:00:00,0.0
637,59247.0,2018-01-12 10:59:33,2018-01-24 00:12:33,50.05,2018-02-06 12:00:00,12.0
638,19801.0,2018-02-13 16:01:28,2018-02-19 20:20:44,30.24,2018-03-01,10.0
639,37084.0,2017-01-27 15:28:18,2017-02-07 14:51:41,22.56,2017-03-15 12:00:00,5.0
640,20610.0,2017-12-19 23:30:24,2017-12-22 19:53:21,116.88,2018-01-08 12:00:00,9.0
641,20194.0,2017-05-30 11:00:28,2017-06-14 16:27:54,60.4,2017-06-30 12:00:00,5.0
642,47209.0,no_info,nones,nan,nones,17.0
643,9923.0,2018-01-07 18:03:55,2018-01-29 22:25:14,0.62,nones,1.0
644,7827.0,2017-10-28 10:52:26,2017-11-21 20:54:06,31.74,2017-11-28,8.0
645,21850.0,2017-09-02 11:53:32,2017-09-14 19:47:40,30.66,2017-09-26 12:00:00,13.0
646,20544.0,2017-11-04 09:29:36,2017-11-21 21:47:04,46.76,2017-12-05,1.0
647,33392.0,2018-04-24 15:34:22,2018-05-04 20:09:00,133.85,2018-05-21,1.0
648,53599.0,2017-09-21 14:54:50,2017-10-02 12:37:06,47.55,n/a,0.0
649,17671.0,2017-01-14 01:16:14,2017-01-27 09:22:38,77.92,2017-02-14,17.0
650,3672.0,2018-04-03 21:00:30,2018-04-16 17:54:53,6.87,nan,8.0
651,43001.0,2018-02-27 10:55:44,2018-03-13 21:32:23,N/A,2018-03-29,9.0
652,44670.0,2017-01-16 13:17:46,2017-01-25 08:43:39,27.36,2017-02-14,1.0
653,37391.0,2017-02-05 18:57:32,2017-02-15 08:07:38,70.34 real,n/a,4.0
654,58759.0,2018-02-23 13:21:11,2018-03-02 15:18:50,13.92,2018-03-09 12:00:00,2.0
655,30402.0,2018-07-02 15:38:53,2018-07-11 19:20:34,4.24 REAIS,2018-07-30 12:00:00,2.0
656,23284.0,2018-07-30 17:51:44,2018-08-02 01:21:37,78.2,2018-08-03,4.0
657,12734.0,n/a,valores em falta,95.82,nones,17.0
658,26056.0,2018-06-10 19:58:49,2018-06-22 21:28:20,28.69,2018-07-12,16.0
659,44518.0,2017-07-13 11:48:17,2017-07-18 02:24:39,67.11,2017-08-02,4.0
660,1594.0,2017-11-24 12:58:53,2017-12-04 20:33:01,26.02,2017-12-27 12:00:00,13.0
661,22071.0,2018-06-05 22:44:05,2018-06-13 20:56:34,40.73,valores em falta,4.0
662,17446.0,2018-04-27 14:00:58,2018-05-08 17:14:54,146.3,2018-05-23,14.0
663,31193.0,2017-03-25 11:51:39,2017-03-29 16:34:17,61.32,2017-04-13 12:00:00,7.0
664,31567.0,2017-11-24 21:13:26,2017-12-07 19:15:06,42.17,2017-12-18,4.0
665,15340.0,2017-12-18 14:00:47,2017-12-23 02:13:57,32.34,2018-01-05 12:00:00,5.0
666,9933.0,2018-01-20 21:20:55,NO_INFO,73.11,NAN,1.0
667,53950.0,2018-04-06 13:16:51,2018-04-16 14:48:34,50.28,2018-04-30 12:00:00,9.0
668,38983.0,2017-08-28 20:24:53,2017-08-31 16:52:02,66.93,2017-09-14,10.0
669,19639.0,2018-04-06 19:54:30,2018-04-14 18:23:35,12.28,2018-05-02 12:00:00,4.0
670,32516.0,2018-02-24 12:48:15,2018-03-12 18:36:43,38.98,2018-03-28,4.0
671,41834.0,2018-06-12 08:59:54,2018-06-25 16:08:40,35.74,2018-07-13 12:00:00,12.0
672,13845.0,2017-09-03 16:48:45,2017-09-05 21:22:24,6.08,2017-09-15 12:00:00,5.0
673,20327.0,2018-01-29 22:08:10,2018-01-31 23:26:48,23.6,2018-02-14,10.0
674,29158.0,2018-03-03 17:40:56,2018-03-14 13:17:47,7.82,2018-03-26,8.0
675,11476.0,2018-01-12 17:06:53,2018-01-18 15:42:10,51.45,2018-02-06 12:00:00,9.0
676,58804.0,2017-12-25 19:38:33,2018-01-09 17:29:33,38.6,nones,7.0
677,2315.0,2017-12-26 13:53:29,2018-01-10 20:28:50,47.55,2018-01-23 12:00:00,4.0
678,42255.0,2017-05-17 18:34:39,2017-05-26 16:46:36,20.9,2017-06-08,0.0
679,48365.0,2018-06-20 16:44:28,2018-06-26 18:58:22,32.83,2018-07-19 12:00:00,6.0
680,46275.0,2017-11-26 10:39:33,2017-12-13 17:58:53,35.95,2017-12-22 12:00:00,9.0
681,60786.0,2017-08-25 13:31:57,2017-09-01 18:22:34,5.24 Real,nan,1.0
682,52769.0,2018-08-23 14:56:46,2018-08-30 15:06:32,38.51 r$,2018-08-31 12:00:00,16.0
683,11476.0,2018-01-12 17:06:53,2018-01-18 15:42:10,51.45,2018-02-06 12:00:00,9.0
684,14936.0,2017-11-03 23:42:39,2017-11-16 22:39:36,86.8,2017-11-23 12:00:00,0.0
685,22269.0,2018-06-26 22:06:58,2018-06-30 15:24:27,47.61,2018-07-18 12:00:00,4.0
686,52312.0,2018-04-15 20:56:35,2018-04-18 21:56:28,11.33,n/a,12.0
687,39409.0,2018-08-07 11:30:03,2018-08-15 16:32:28,48.58,2018-08-20 12:00:00,12.0
688,30027.0,2017-09-28 15:57:39,2017-10-04 23:17:41,30.66,2017-10-24,14.0
689,55250.0,2018-05-02 10:54:52,2018-05-11 22:22:49,6.87,2018-05-30,4.0
690,6777.0,2017-09-18 22:08:50,2017-10-11 20:08:07,14.18,n/a,13.0
691,28093.0,2018-04-04 22:58:03,2018-04-10 19:31:15,32.88,2018-05-02 12:00:00,0.0
692,16824.0,2018-02-23 12:54:27,2018-03-09 19:58:38,69.21,nan,7.0
693,50341.0,2018-05-26 12:12:15,2018-06-01 15:42:10,34.33,2018-06-20 12:00:00,1.0
694,4819.0,2017-09-19 18:03:53,n/a,nones,no_info,9.0
695,42255.0,2017-05-17 18:34:39,2017-05-26 16:46:36,20.9,2017-06-08,0.0
696,14252.0,2018-01-08 18:24:02,2018-01-15 17:57:57,26.02,2018-02-02 12:00:00,9.0
697,22545.0,2017-06-08 10:49:42,2017-06-23 10:51:23,95.42,2017-07-05 12:00:00,1.0
698,22078.0,2017-06-20 13:09:25,2017-06-23 13:02:52,32.34,2017-07-03,3.0
699,40730.0,2017-10-01 20:48:40,2017-10-14 12:33:34,33.35,2017-10-27 12:00:00,6.0
700,19001.0,2018-04-11 12:47:32,2018-04-17 00:13:27,21.26,2018-05-03 12:00:00,0.0
701,6653.0,2017-04-04 09:19:31,2017-04-17 11:23:45,29.07,2017-04-25 12:00:00,2.0
702,53243.0,2018-07-01 09:24:46,2018-07-06 18:57:24,31.33,no_info,3.0
703,17071.0,2017-05-08 18:53:05,2017-05-13 11:22:40,82.93,2017-05-31,10.0
704,44670.0,2017-01-16 13:17:46,2017-01-25 08:43:39,no_info,2017-02-14,1.0
705,56237.0,2018-03-13 13:31:24,2018-03-17 01:48:46,18.4,2018-03-23,3.0
706,45340.0,2018-06-26 14:39:22,2018-06-28 16:18:49,34.33,2018-07-11,12.0
707,134.0,2018-02-12 14:14:43,2018-02-16 10:22:35,13.25,2018-03-01 12:00:00,9.0
708,3572.0,2018-05-09 20:38:13,2018-05-19 10:36:50,46.13,2018-05-25 12:00:00,0.0
709,28233.0,2018-01-04 15:29:14,2018-01-09 19:16:34,62.02,valores em falta,9.0
710,23355.0,2018-07-18 11:02:45,2018-07-24 16:46:41,4.8,nan,0.0
711,53993.0,2018-04-08 12:31:34,2018-04-14 20:10:06,57.41,2018-04-25,1.0
712,14850.0,2018-03-14 17:58:51,2018-03-23 16:46:39,81.42,2018-03-26 12:00:00,3.0
713,54240.0,2018-02-13 21:12:13,2018-02-20 21:12:11,5.59 reais,valores em falta,10.0
714,33984.0,2018-04-04 23:35:19,2018-04-11 18:19:10,50.28,2018-04-26,9.0
715,3232.0,2017-12-21 10:30:18,2017-12-29 19:57:21,42.05,2018-01-16 12:00:00,0.0
716,38983.0,2017-08-28 20:24:53,2017-08-31 16:52:02,66.93,2017-09-14,10.0
717,13426.0,2018-07-08 18:50:45,2018-07-25 00:27:40,33.91,2018-08-06 12:00:00,4.0
718,53550.0,2018-02-02 12:15:45,2018-02-16 15:38:35,36.51 Reais,2018-03-07,2.0
719,43131.0,2018-07-19 11:57:58,2018-07-23 18:06:27,64.35,nan,16.0
720,45165.0,2017-05-04 14:20:34,2017-05-16 19:34:52,77.92,nones,4.0
721,49319.0,2018-04-10 22:34:54,2018-04-19 17:08:49,2.98,2018-05-10 12:00:00,15.0
722,17939.0,2017-02-16 12:58:36,2017-02-22 21:45:54,67.42,VALORES EM FALTA,11.0
723,32082.0,2018-01-11 16:20:12,2018-01-29 19:48:57,23.71,2018-02-21,0.0
724,4821.0,2017-11-21 11:37:06,2017-11-30 18:33:04,47.55,2017-12-11 12:00:00,12.0
725,19351.0,2017-06-03 18:40:55,2017-06-12 13:54:42,227.57,2017-06-26 12:00:00,9.0
726,32695.0,2017-09-20 13:05:16,2017-09-29 19:53:03,33.22,2017-10-05 12:00:00,9.0
727,3975.0,2018-03-07 15:28:38,2018-03-09 19:22:38,50.28,n/a,4.0
728,6389.0,2017-08-28 18:41:07,2017-09-02 12:30:09,27.2 r$,2017-09-15 12:00:00,8.0
729,41557.0,2018-03-15 00:40:57,2018-03-26 21:41:33,26.52 real brasileiro,2018-04-06,5.0
730,42547.0,2018-01-05 20:33:32,2018-01-29 18:29:25,14.54,2018-02-16 12:00:00,4.0
731,45058.0,2018-02-06 18:23:16,2018-03-05 11:08:15,4.34,n/a,12.0
732,51883.0,2018-01-02 17:56:52,2018-01-16 17:12:37,237.84,2018-01-31,11.0
733,37084.0,nones,2017-02-07 14:51:41,valores em falta,nan,5.0
734,58482.0,n/a,2017-07-26 13:17:27,12.58,no_info,6.0
735,46575.0,2018-05-15 03:32:54,2018-05-18 21:28:40,34.33,2018-05-23,8.0
736,14380.0,2017-08-03 20:57:27,2017-08-15 17:50:03,17.44,NAN,4.0
737,6844.0,2017-12-13 14:21:15,2017-12-28 09:05:34,14.01,2018-01-08 12:00:00,8.0
738,51239.0,2018-08-16 22:06:34,2018-08-28 20:06:50,321.46,VALORES EM FALTA,15.0
739,33505.0,2017-08-21 00:05:16,2017-08-25 21:21:29,26.14,2017-09-18 12:00:00,5.0
740,292.0,2018-06-07 13:58:13,2018-06-13 20:08:45,50.28,2018-07-03 12:00:00,6.0
741,19351.0,2017-06-03 18:40:55,2017-06-12 13:54:42,227.57,2017-06-26 12:00:00,9.0
742,12554.0,2018-04-24 20:42:28,2018-05-03 20:19:17,6.15 real,2018-05-21 12:00:00,0.0
743,5726.0,2018-03-07 14:26:32,2018-04-17 16:13:36,6.87,2018-04-10,12.0
744,48011.0,2018-05-11 08:15:10,2018-05-16 11:58:53,57.41,no_info,9.0
745,31294.0,2018-02-15 10:19:55,2018-02-28 14:49:22,16.32,2018-03-13 12:00:00,3.0
746,33043.0,2017-05-06 19:32:23,2017-05-22 12:18:11,47.55,2017-05-31 12:00:00,7.0
747,56322.0,2018-03-22 13:44:54,2018-03-27 17:42:15,34.33,2018-04-04 12:00:00,3.0
748,17812.0,2018-05-04 17:01:31,2018-05-11 00:08:45,23.7,n/a,0.0
749,39378.0,2018-04-15 22:28:24,2018-04-25 21:42:07,10.98,NAN,3.0
750,10385.0,nones,2017-10-19 15:32:12,nan,nan,13.0
751,53537.0,2017-03-28 23:49:15,2017-03-31 14:08:12,55.54,2017-04-17,5.0
752,20846.0,2018-07-19 08:17:29,2018-07-26 19:05:33,47.5,2018-08-06,3.0
753,9679.0,2018-03-12 13:50:41,2018-03-21 22:57:43,53.29,2018-04-02,0.0
754,60279.0,2017-11-19 11:35:49,2017-11-25 16:07:21,6.08,VALORES EM FALTA,1.0
755,51966.0,2018-01-12 18:17:00,2018-01-19 16:39:49,7.94,2018-01-29 12:00:00,9.0
756,20406.0,2018-05-15 02:12:21,2018-05-16 17:08:59,11.87 real,2018-05-25 12:00:00,1.0
757,54025.0,2018-03-05 09:29:59,2018-03-06 12:16:34,23.6,2018-03-15 12:00:00,2.0
758,35978.0,2017-04-26 17:02:12,2017-05-25 11:11:56,35.75,nones,8.0
759,14390.0,2018-03-03 14:31:06,2018-03-07 20:19:15,32.34,2018-03-26,5.0
760,22229.0,2017-08-20 20:50:18,2017-08-28 19:33:59,23.05 REAL BRASILEIRO,2017-09-11,8.0
761,18901.0,2018-02-28 18:49:29,2018-03-06 15:47:50,32.34 Real,2018-03-13 12:00:00,7.0
762,46666.0,2018-07-21 21:31:01,2018-08-10 12:07:24,17.64,2018-08-06,0.0
763,27701.0,nan,2017-10-13 20:09:31,6.08,n/a,13.0
764,6623.0,2018-03-20 20:48:34,2018-03-27 19:03:13,35.95 REAIS,2018-04-13,0.0
765,16783.0,NAN,NO_INFO,N/A,VALORES EM FALTA,4.0
766,34629.0,n/a,nones,nones,valores em falta,0.0
767,8366.0,2017-06-12 08:37:43,2017-06-27 18:32:34,n/a,2017-07-10,9.0
768,35271.0,2018-08-06 02:58:06,2018-08-13 21:41:52,61.16,2018-08-17 12:00:00,11.0
769,40768.0,2017-06-29 17:45:24,2017-08-03 16:35:47,3.03,2017-08-01 12:00:00,0.0
770,51495.0,2017-11-24 19:54:51,2017-12-12 00:25:28,59.62,N/A,0.0
771,56383.0,2017-09-22 23:09:49,2017-09-28 18:27:44,5.59,2017-10-09,13.0
772,45431.0,2018-03-05 09:37:06,2018-03-08 14:58:37,17.38,2018-03-21 12:00:00,9.0
773,29463.0,2018-06-03 18:44:31,2018-06-07 13:22:19,59.82,2018-07-11,4.0
774,13497.0,2018-08-02 18:11:50,2018-08-04 16:54:47,47.32,2018-08-08,2.0
775,27085.0,2017-05-17 20:31:55,2017-05-30 05:49:38,12.9,no_info,0.0
776,53671.0,2017-02-13 15:30:37,2017-02-23 10:47:47,19.67,2017-03-16,5.0
777,15437.0,2017-11-25 17:46:11,2017-12-16 18:19:56,17.0 Reais,2017-12-26,12.0
778,59724.0,2018-05-10 10:13:46,2018-05-20 10:15:29,6.87,n/a,9.0
779,33392.0,2018-04-24 15:34:22,2018-05-04 20:09:00,133.85,2018-05-21,1.0
780,47739.0,2017-12-06 12:04:06,2017-12-21 01:35:51,56.65,n/a,4.0
781,16146.0,2018-03-03 15:38:55,2018-04-16 18:36:31,3.81,2018-04-10,10.0
782,55109.0,2017-09-05 13:52:21,2017-09-18 18:59:39,16.59,2017-10-03,0.0
783,14773.0,VALORES EM FALTA,2018-07-27 19:35:29,14.65 REAL BRASILEIRO,2018-08-02 12:00:00,6.0
784,22685.0,2018-07-17 23:08:18,2018-07-27 21:05:30,34.33,2018-08-01 12:00:00,0.0
785,40768.0,N/A,VALORES EM FALTA,NONES,N/A,0.0
786,2840.0,2018-02-14 12:38:50,2018-02-22 20:28:56,82.44,2018-03-08 12:00:00,2.0
787,932.0,N/A,2018-03-19 23:42:04,28.79 REAIS,2018-03-20 12:00:00,12.0
788,28291.0,2018-06-21 12:10:25,2018-06-25 17:50:47,23.9,2018-07-04 12:00:00,8.0
789,14967.0,2017-06-06 20:26:32,2017-06-19 21:33:18,67.11,2017-06-28,6.0
790,60812.0,2018-06-05 20:18:58,2018-06-12 18:22:36,6.87,NO_INFO,16.0
791,5973.0,2017-03-20 09:33:47,2017-03-22 10:07:47,51.05 Reais,2017-04-06 12:00:00,1.0
792,22812.0,VALORES EM FALTA,NONES,NONES,2018-07-04 12:00:00,10.0
793,55669.0,2018-07-01 20:03:18,2018-07-05 19:22:40,29.69 reais,2018-07-25 12:00:00,0.0
794,32110.0,2017-08-08 21:39:52,2017-08-17 20:56:36,6.54,2017-09-01,9.0
795,56073.0,2018-07-28 13:13:21,nones,valores em falta,no_info,9.0
796,25099.0,2017-05-25 16:09:40,2017-06-05 12:50:07,49.26,2017-06-19 12:00:00,9.0
797,22480.0,2017-09-11 17:20:38,2017-09-18 20:22:27,35.01,2017-10-05 12:00:00,6.0
798,51603.0,2017-01-25 19:11:42,2017-02-09 18:43:35,55.54,2017-02-20 12:00:00,17.0
799,50565.0,2018-07-16 23:02:59,2018-07-23 22:08:35,31.8,2018-08-02,1.0
800,11087.0,2018-05-03 11:50:03,2018-05-16 14:54:03,34.03,2018-06-11 12:00:00,13.0
801,13676.0,2017-04-29 11:48:05,2017-05-05 15:17:57,2.46 reais,2017-05-25 12:00:00,0.0
802,34618.0,2018-07-15 20:37:57,2018-07-26 19:05:30,47.61,2018-08-03 12:00:00,0.0
803,45340.0,2018-06-26 14:39:22,2018-06-28 16:18:49,34.33,2018-07-11,12.0
804,4955.0,nan,no_info,nones,nan,16.0
805,9301.0,2018-03-07 18:09:41,2018-04-11 19:47:24,22.0,2018-04-09 12:00:00,6.0
806,204.0,2017-10-24 10:00:40,2017-11-11 11:28:57,38.7,2017-11-27 12:00:00,2.0
807,2869.0,2017-12-03 22:58:18,2017-12-11 19:19:05,46.76,2018-01-02 12:00:00,16.0
808,6033.0,2017-02-02 00:09:40,2017-02-08 10:05:10,55.54,2017-02-27 12:00:00,6.0
809,25658.0,2018-06-10 10:31:40,2018-06-13 16:24:50,44.87,2018-06-20,9.0
810,34814.0,2017-12-18 18:37:30,2017-12-27 19:22:28,6.87 real,2018-01-16 12:00:00,8.0
811,37433.0,2018-08-13 12:05:52,2018-08-18 05:34:27,0.07,2018-08-22,6.0
812,57872.0,2018-05-31 20:24:21,2018-06-06 22:22:07,71.22,2018-07-13,4.0
813,18901.0,2018-02-28 18:49:29,2018-03-06 15:47:50,32.34 real,2018-03-13 12:00:00,7.0
814,56295.0,2018-08-23 15:48:24,2018-08-27 20:34:46,101.57,2018-09-05 12:00:00,8.0
815,27054.0,2017-10-31 14:18:36,2017-11-27 20:17:19,70.82,2017-12-05,3.0
816,59887.0,2017-08-19 07:45:07,2017-08-31 19:46:55,60.61,2017-09-19,0.0
817,52041.0,2017-11-20 16:14:24,2017-11-28 00:42:49,106.77,2017-12-04 12:00:00,0.0
818,62937.0,2018-01-02 15:48:12,2018-01-08 23:07:36,143.67,n/a,0.0
819,39311.0,2017-08-21 17:46:25,2017-08-24 13:44:36,2.75 R$,2017-09-11 12:00:00,6.0
820,1650.0,2017-05-29 12:13:27,2017-05-31 10:49:57,32.34,2017-06-09 12:00:00,1.0
821,59081.0,2018-06-09 17:51:54,n/a,54.51,n/a,14.0
822,42127.0,2018-08-12 13:01:30,2018-08-17 22:48:39,111.38,2018-08-24 12:00:00,14.0
823,40059.0,2017-06-19 14:31:01,2017-06-26 13:52:08,91.24,2017-07-19 12:00:00,0.0
824,40136.0,2018-02-06 23:32:19,2018-02-09 20:53:30,5.59,2018-02-22 12:00:00,0.0
825,53826.0,2017-03-30 10:27:46,2017-04-14 11:33:04,60.74 Reais,2017-05-09 12:00:00,0.0
826,11785.0,2018-08-06 21:40:05,2018-08-10 16:07:24,16.23,2018-08-13 12:00:00,6.0
827,26642.0,2018-05-15 08:42:18,2018-05-22 18:03:16,82.12,2018-06-11 12:00:00,4.0
828,17585.0,2018-08-22 17:14:07,2018-08-28 18:28:39,63.2,n/a,2.0
829,39027.0,2018-05-30 09:03:01,2018-06-05 17:19:35,83.54,2018-06-25 12:00:00,4.0
830,31945.0,2018-03-07 14:01:51,2018-03-30 00:58:26,67.26,2018-04-02,13.0
831,47651.0,2017-12-03 11:13:17,2017-12-13 21:07:40,24.79 real,2018-01-09,1.0
832,53434.0,2017-10-01 11:46:12,2017-10-14 13:45:47,30.66,2017-10-24,17.0
833,56800.0,2018-07-18 19:32:41,2018-07-23 13:42:06,39.75,2018-08-17 12:00:00,2.0
834,14099.0,2017-11-07 20:46:04,2017-11-14 13:12:29,9.84,2017-11-28 12:00:00,4.0
835,36397.0,2018-03-27 08:43:54,2018-05-02 23:59:00,63.1,2018-04-23 12:00:00,11.0
836,17915.0,2018-05-18 11:47:27,2018-06-01 22:28:52,11.33,2018-06-21 12:00:00,9.0
837,14380.0,2017-08-03 20:57:27,2017-08-15 17:50:03,17.44,nan,4.0
838,28637.0,2017-10-06 15:04:26,2017-10-16 20:33:27,12.22,2017-11-03 12:00:00,0.0
839,23355.0,2018-07-18 11:02:45,2018-07-24 16:46:41,4.8,nan,0.0
840,29486.0,2017-06-12 09:43:41,2017-06-19 14:07:49,48.32 R$,2017-06-28,6.0
