order,product,seller,customer,city,state,category,price,shipping,payment,purchased,delivered,estimated_delivery,rating
27482,5,0,27482,unknown,PR,toys,266.55,47.55,other,2017-08-23 14:06:56,2017-09-04 18:46:57,2017-09-15 12:00:00,2.5
27483,8,21,27483,unknown,RS,technology,215.94,47.55,credit card,2017-07-04 18:51:25,2017-07-12 17:04:06,2017-07-28 12:00:00,4.0
27484,6,21,27484,sao paulo,SP,technology,820.05,5.59,credit card,2018-01-29 00:44:47,2018-02-02 17:52:19,2018-02-14 12:00:00,4.5
27485,6,5,27485,sao bernardo do campo,SP,health,54.78,8.16,credit card,2018-08-17 13:16:18,2018-08-24 22:47:32,2018-08-23 12:00:00,2.0
27486,9,22,27486,unknown,MG,technology,820.05,70.82,other,2017-06-12 21:48:33,2017-06-22 15:24:20,2017-07-07 12:00:00,2.5
27487,3,7,27487,unknown,SP,fashion,128.99,44.29,credit card,2017-05-24 12:17:36,2017-06-01 12:33:30,2017-06-16 12:00:00,2.0
27488,3,3,27488,unknown,MG,fashion,676.97,53.53,credit card,2017-11-06 19:38:16,2017-11-10 15:32:05,2017-11-27 12:00:00,3.5
27489,0,7,27489,uberaba,MG,toys,112.33,6.87,other,2018-05-15 12:10:21,2018-05-21 20:36:49,2018-06-01 12:00:00,2.5
27490,15,7,27490,unknown,SP,sports,509.99,24.81,other,2018-07-25 10:19:30,2018-08-01 21:52:44,2018-08-10 12:00:00,1.0
27491,13,21,27491,contagem,MG,toys,71.8,24.23,credit card,2017-10-24 22:31:05,2017-11-01 22:35:46,2017-11-13 12:00:00,2.0
27492,1,9,27492,unknown,RS,technology,139.33,32.93,credit card,2017-09-15 17:28:23,2017-09-26 16:06:00,2017-10-10 12:00:00,4.5
27493,9,1,27493,sao paulo,SP,fashion,28.82,58.63,credit card,2018-07-12 22:59:12,2018-07-20 19:03:04,2018-07-31 12:00:00,1.0
27494,6,16,27494,sao paulo,SP,fashion,225.75,70.82,other,2018-03-20 17:58:29,2018-03-28 13:29:09,2018-04-06 12:00:00,2.5
27495,9,4,27495,belo horizonte,MG,sports,2899.0,46.76,credit card,2017-11-23 22:56:37,2017-12-02 17:28:52,2017-12-14 12:00:00,4.0
27496,4,21,27496,rio de janeiro,RJ,technology,115.9,41.54,credit card,2017-09-16 21:58:40,2017-09-27 21:56:04,2017-10-05 12:00:00,4.5
27497,6,6,27497,sao paulo,SP,sports,692.0,84.96,credit card,2017-08-07 18:36:25,2017-08-11 13:12:42,2017-08-29 12:00:00,4.0
27498,9,22,27498,belo horizonte,MG,technology,15.18,21.05,credit card,2018-02-19 13:42:51,2018-03-07 22:52:10,2018-03-13 12:00:00,1.0
27499,12,10,27499,unknown,PR,sports,692.0,25.47,credit card,2018-01-06 14:50:23,2018-01-17 19:26:27,2018-02-07 12:00:00,2.0
27500,4,21,27500,unknown,SP,fashion,16.2,11.9,credit card,2018-06-25 19:46:59,2018-06-28 17:05:04,2018-07-11 12:00:00,1.0
27501,13,11,27501,maringa,PR,health,509.99,12.9,credit card,2017-05-17 20:31:55,2017-05-30 05:49:38,2017-06-21 12:00:00,5.0
27502,7,8,27502,rio de janeiro,RJ,fashion,136.9,10.29,credit card,2018-08-07 14:05:50,2018-08-13 13:58:45,2018-08-21 12:00:00,5.0
27503,6,1,27503,rio de janeiro,RJ,fashion,278.0,29.89,credit card,2018-02-17 16:39:55,2018-04-10 21:51:39,2018-03-21 12:00:00,1.0
27504,9,10,27504,unknown,SP,technology,1122.0,23.03,credit card,2017-07-12 19:14:25,2017-07-20 17:16:01,2017-08-01 12:00:00,3.0
27505,11,12,27505,unknown,SP,fashion,77.67,91.74,credit card,2017-09-29 09:17:19,2017-10-07 14:36:51,2017-10-25 12:00:00,1.0
27506,16,4,27506,sao paulo,SP,sports,404.88,75.07,credit card,2017-12-02 16:04:47,2017-12-07 01:06:07,2017-12-20 12:00:00,5.0
27507,9,5,27507,sao paulo,SP,technology,243.0,34.33,credit card,2018-03-16 22:04:37,2018-03-25 16:02:08,2018-03-28 12:00:00,4.0
27508,3,10,27508,unknown,RJ,technology,692.0,46.76,credit card,2017-07-07 21:13:47,2017-07-26 00:57:59,2017-08-07 12:00:00,4.5
27509,4,11,27509,unknown,SP,technology,150.82,24.55,credit card,2018-01-12 09:24:46,2018-01-24 15:09:32,2018-02-06 12:00:00,3.0
27510,6,22,27510,curitiba,PR,fashion,712.3,52.64,credit card,2018-08-13 13:42:52,2018-08-20 21:36:56,2018-08-24 12:00:00,3.0
27511,4,1,27511,unknown,PR,fashion,87.47,49.98,credit card,2018-05-02 21:09:08,2018-05-08 19:18:48,2018-05-25 12:00:00,1.0
27512,8,11,27512,campinas,SP,toys,49.76,39.12,other,2018-06-03 16:44:31,2018-06-07 15:44:25,2018-06-28 12:00:00,1.5
27513,2,17,27513,unknown,SP,sports,223.51,33.9,credit card,2017-09-16 09:29:23,2017-09-20 19:20:21,2017-10-02 12:00:00,2.5
27514,9,3,27514,sao paulo,SP,sports,188.8,0.33,credit card,2017-09-21 13:09:26,2017-10-04 13:35:59,2017-10-13 12:00:00,4.5
27515,0,21,27515,unknown,SP,fashion,184.9,44.58,other,2018-03-01 18:07:51,2018-04-04 11:28:38,2018-03-20 12:00:00,1.0
27516,2,12,27516,unknown,SP,sports,2130.0,31.01,credit card,2018-07-19 16:47:11,2018-07-25 13:17:42,2018-08-02 12:00:00,3.5
27517,10,3,27517,unknown,SP,fashion,180.48,30.66,other,2017-11-24 13:14:40,2017-12-06 22:04:33,2017-12-14 12:00:00,1.5
27518,0,14,27518,unknown,RJ,fashion,100.0,9.15,other,2018-05-07 20:41:03,2018-05-15 21:58:37,2018-06-04 12:00:00,3.5
27519,5,9,27519,unknown,RS,technology,37.84,18.21,credit card,2017-06-07 02:53:27,2017-06-19 19:07:39,2017-07-11 12:00:00,3.0
27520,3,1,27520,rio de janeiro,RJ,toys,215.94,2.46,credit card,2017-04-26 08:14:58,2017-05-12 09:37:43,2017-05-17 12:00:00,5.0
27521,0,5,27521,sao bernardo do campo,SP,technology,10.95,188.65,credit card,2017-07-16 15:43:59,2017-07-24 19:13:53,2017-08-04 12:00:00,1.0
27522,6,17,27522,unknown,PR,health,692.0,46.76,credit card,2017-09-21 22:00:38,2017-10-09 10:48:18,2017-10-19 12:00:00,4.5
27523,0,10,27523,sao goncalo,RJ,sports,820.0,20.9,other,2017-05-21 21:10:35,2017-06-02 18:03:04,2017-06-14 12:00:00,5.0
27524,9,11,27524,santo andre,SP,health,1899.0,32.34,credit card,2017-08-07 11:08:44,2017-08-08 20:03:23,2017-08-18 12:00:00,3.0
27525,0,7,27525,campinas,SP,technology,2899.0,53.29,credit card,2018-04-05 15:57:22,2018-04-12 18:49:44,2018-04-24 12:00:00,4.0
27526,0,5,27526,belo horizonte,MG,fashion,13.7,95.42,credit card,2018-03-11 16:50:03,2018-04-03 01:11:04,2018-03-28 12:00:00,1.0
27527,7,21,27527,sao paulo,SP,fashion,134.57,13.06,credit card,2017-11-27 11:26:14,2017-12-05 21:32:09,2017-12-20 12:00:00,3.0
27528,9,8,27528,unknown,RJ,health,58.1,22.69,credit card,2017-03-05 21:24:53,2017-03-14 18:12:01,2017-03-28 12:00:00,4.5
27529,8,3,27529,porto alegre,RS,technology,419.9,47.55,credit card,2017-05-16 12:28:33,2017-05-22 16:52:23,2017-06-07 12:00:00,5.0
27530,2,7,27530,rio de janeiro,RJ,health,597.89,42.17,credit card,2017-11-24 08:40:31,2017-12-08 00:47:50,2017-12-15 12:00:00,5.0
27531,11,3,27531,sao paulo,SP,fashion,44.98,33.9,other,2017-01-23 13:40:55,2017-01-30 08:42:04,2017-02-28 12:00:00,2.5
27532,9,19,27532,sao paulo,SP,toys,126.69,32.34,credit card,2017-11-19 20:27:48,2017-11-22 22:17:38,2017-12-01 12:00:00,2.0
27533,1,17,27533,unknown,SP,technology,509.99,24.81,other,2018-07-30 12:14:11,2018-08-06 16:42:43,2018-08-13 12:00:00,2.0
27534,1,22,27534,unknown,SP,sports,564.99,34.71,credit card,2018-08-12 19:50:00,2018-08-20 20:34:23,2018-08-27 12:00:00,2.0
27535,8,6,27535,sao paulo,SP,health,125.46,58.31,credit card,2018-01-04 13:39:48,2018-01-05 17:06:03,2018-01-23 12:00:00,3.0
27536,6,1,27536,porto alegre,RS,technology,419.9,20.9,credit card,2017-11-16 21:02:10,2017-11-30 18:16:25,2017-12-12 12:00:00,5.0
27537,13,20,27537,unknown,SP,sports,109.82,22.18,other,2018-03-26 08:47:06,2018-04-17 17:16:49,2018-04-12 12:00:00,1.0
27538,13,2,27538,unknown,SP,technology,1589.0,67.11,credit card,2018-01-12 16:19:31,2018-01-23 16:09:26,2018-02-07 12:00:00,3.5
27539,3,13,27539,unknown,RJ,fashion,858.0,39.2,other,2018-03-07 16:44:38,2018-05-14 19:02:43,2018-04-04 12:00:00,1.0
27540,3,6,27540,belo horizonte,MG,technology,15.32,12.28,credit card,2018-06-08 16:42:11,2018-06-18 21:04:38,2018-06-28 12:00:00,1.0
27541,4,10,27541,unknown,SP,fashion,18.04,56.85,credit card,2017-12-10 18:07:24,2017-12-16 14:57:12,2018-01-18 12:00:00,1.0
27542,3,6,27542,unknown,SP,fashion,24.79,52.34,credit card,2018-04-07 19:20:37,2018-04-19 22:16:35,2018-05-02 12:00:00,1.0
27543,14,3,27543,sao paulo,SP,fashion,104.4,38.66,credit card,2018-02-02 15:26:32,2018-03-05 18:32:43,2018-03-07 12:00:00,3.0
27544,1,20,27544,sao paulo,SP,health,107.63,35.03,credit card,2018-05-04 16:05:51,2018-05-14 13:49:00,2018-05-25 12:00:00,3.0
27545,0,0,27545,guarulhos,SP,fashion,420.07,32.34,other,2017-06-29 10:43:25,2017-07-02 09:44:54,2017-07-12 12:00:00,4.5
27546,7,6,27546,unknown,SP,health,56.89,7.56,credit card,2017-11-11 17:39:53,2017-11-23 22:15:51,2017-12-04 12:00:00,2.5
27547,1,3,27547,unknown,SP,toys,114.89,8.75,credit card,2017-08-14 20:09:08,2017-08-21 19:36:32,2017-09-05 12:00:00,2.0
27548,12,3,27548,unknown,PR,toys,58.1,53.53,credit card,2018-03-01 18:43:02,2018-03-20 13:28:58,2018-04-10 12:00:00,1.5
27549,14,7,27549,unknown,MG,fashion,149.62,81.83,credit card,2017-10-10 20:54:55,2017-10-18 16:59:10,2017-10-31 12:00:00,1.0
27550,12,13,27550,unknown,SP,toys,167.68,80.49,credit card,2017-12-04 11:34:01,2017-12-22 20:34:16,2017-12-27 12:00:00,1.0
27551,7,6,27551,sao bernardo do campo,SP,fashion,108.5,14.65,other,2018-07-26 12:00:43,2018-07-31 23:36:27,2018-08-03 12:00:00,2.0
27552,6,7,27552,unknown,SP,health,71.67,65.07,credit card,2017-03-22 17:10:13,2017-03-31 15:05:19,2017-04-10 12:00:00,1.0
27553,1,19,27553,porto alegre,RS,fashion,403.9,20.9,other,2017-05-24 09:35:00,2017-05-30 16:14:02,2017-06-20 12:00:00,5.0
27554,9,4,27554,londrina,PR,toys,107.63,13.71,credit card,2017-09-23 15:42:51,2017-10-06 20:18:47,2017-10-23 12:00:00,3.0
27555,11,5,27555,unknown,SP,fashion,104.98,71.41,credit card,2018-07-30 16:45:36,2018-08-02 19:28:28,2018-08-28 12:00:00,1.0
27556,12,2,27556,unknown,SP,sports,121.03,7.88,credit card,2018-02-06 15:08:30,2018-02-23 19:58:35,2018-03-13 12:00:00,2.5
27557,16,2,27557,unknown,SP,sports,161.0,32.34,credit card,2017-12-21 13:31:15,2017-12-23 01:42:45,2018-01-10 12:00:00,3.5
27558,3,15,27558,rio de janeiro,RJ,fashion,28.82,30.5,credit card,2017-06-22 18:39:10,2017-07-03 14:06:40,2017-07-14 12:00:00,1.0
27559,1,7,27559,sao paulo,SP,fashion,56.89,22.46,credit card,2018-07-03 23:37:11,2018-07-07 10:56:21,2018-07-25 12:00:00,4.5
27560,14,23,27560,curitiba,PR,fashion,280.0,62.08,credit card,2017-02-13 18:00:53,2017-02-21 12:21:37,2017-03-16 12:00:00,3.0
27561,13,12,27561,unknown,MG,sports,310.99,156.05,other,2017-08-04 21:35:54,2017-08-15 20:12:24,2017-08-28 12:00:00,1.0
27562,6,6,27562,sao paulo,SP,sports,3.54,40.06,other,2018-07-19 12:59:52,2018-07-27 18:28:23,2018-08-02 12:00:00,1.0
27563,16,9,27563,sao paulo,SP,sports,18.38,157.01,other,2018-06-29 21:56:38,2018-07-05 22:56:41,2018-07-19 12:00:00,1.0
27564,7,3,27564,rio de janeiro,RJ,health,178.0,15.93,other,2018-04-21 18:08:42,2018-05-23 20:13:40,2018-06-01 12:00:00,4.5
27565,7,13,27565,rio de janeiro,RJ,fashion,128.99,21.28,other,2018-08-01 12:43:05,2018-08-08 17:04:12,2018-08-22 12:00:00,5.0
27566,14,22,27566,unknown,PR,fashion,8.1,21.21,credit card,2018-07-04 18:39:28,2018-07-10 22:34:39,2018-07-27 12:00:00,1.5
27567,0,21,27567,unknown,SP,fashion,136.9,18.24,credit card,2017-12-02 20:26:33,2017-12-13 14:53:54,2018-01-02 12:00:00,3.0
27568,8,21,27568,belo horizonte,MG,health,87.99,50.91,credit card,2018-07-22 09:31:49,2018-07-30 18:06:29,2018-08-15 12:00:00,2.0
27569,10,1,27569,guarulhos,SP,fashion,3.5,51.45,other,2017-11-09 11:27:30,2017-11-16 16:07:39,2017-11-29 12:00:00,1.0
27570,6,19,27570,unknown,SP,health,56.89,29.56,credit card,2017-03-04 08:25:56,2017-03-10 16:23:51,2017-03-27 12:00:00,1.0
27571,2,10,27571,ponta grossa,PR,sports,41.98,0.8,credit card,2018-08-13 19:14:33,2018-08-24 18:26:33,2018-09-18 12:00:00,4.5
27572,0,21,27572,unknown,SP,toys,399.2,63.79,credit card,2017-12-01 10:46:22,2017-12-18 21:34:39,2017-12-29 12:00:00,2.5
27573,13,4,27573,unknown,SP,technology,110.89,21.67,credit card,2018-01-02 17:33:07,2018-01-09 16:45:17,2018-01-18 12:00:00,3.0
27574,12,9,27574,sao paulo,SP,sports,319.29,9.73,credit card,2017-04-08 20:41:54,2017-04-12 13:58:03,2017-05-03 12:00:00,4.0
27575,13,3,27575,rio de janeiro,RJ,toys,75.25,17.67,credit card,2018-08-05 10:23:22,2018-08-08 10:22:03,2018-08-21 12:00:00,5.0
27576,3,16,27576,unknown,MG,toys,53.99,70.82,other,2017-11-24 21:59:42,2017-12-13 17:39:09,2017-12-27 12:00:00,1.5
27577,5,17,27577,sao paulo,SP,technology,111.27,32.34,credit card,2018-01-04 13:53:07,2018-01-11 00:53:16,2018-01-22 12:00:00,4.5
27578,6,8,27578,duque de caxias,RJ,health,174.42,6.87,other,2018-05-19 19:57:49,2018-06-06 19:44:30,2018-06-11 12:00:00,4.5
27579,4,7,27579,unknown,RJ,fashion,26.77,130.46,credit card,2018-08-19 12:18:47,2018-08-27 18:06:39,2018-09-17 12:00:00,1.0
27580,2,0,27580,sao paulo,SP,technology,395.6,9.26,credit card,2018-07-12 22:57:39,2018-07-23 18:21:44,2018-08-09 12:00:00,4.5
27581,0,11,27581,unknown,SP,toys,266.55,67.11,credit card,2017-11-01 14:03:24,2017-11-08 19:46:21,2017-11-22 12:00:00,1.0
27582,12,21,27582,unknown,MG,health,189.99,46.76,credit card,2017-11-25 00:10:01,2017-12-15 15:15:05,2017-12-20 12:00:00,2.0
27583,9,17,27583,sao paulo,SP,toys,167.0,32.34,credit card,2017-07-05 18:06:31,2017-07-10 19:15:30,2017-07-21 12:00:00,3.0
27584,1,22,27584,belo horizonte,MG,health,21.99,37.17,credit card,2017-05-13 11:35:32,2017-05-17 11:59:49,2017-05-24 12:00:00,1.0
27585,6,22,27585,rio de janeiro,RJ,technology,2899.0,12.28,credit card,2018-04-14 11:04:31,2018-04-23 19:04:54,2018-05-21 12:00:00,5.0
27586,8,9,27586,rio de janeiro,RJ,technology,466.99,116.88,credit card,2017-12-07 10:09:10,2017-12-08 15:33:46,2017-12-26 12:00:00,5.0
27587,8,24,27587,unknown,SP,toys,281.89,11.02,other,2017-11-10 13:26:28,2017-11-20 19:12:24,2017-11-30 12:00:00,1.5
27588,0,13,27588,unknown,SP,health,518.18,69.13,other,2018-08-08 13:50:21,2018-08-14 14:49:40,2018-08-17 12:00:00,2.5
27589,2,11,27589,unknown,MG,toys,692.0,36.36,other,2018-02-10 18:52:05,2018-02-21 14:55:10,2018-03-13 12:00:00,2.5
27590,2,3,27590,sao paulo,SP,sports,966.9,43.65,other,2017-08-16 20:38:37,2017-08-30 17:32:21,2017-09-08 12:00:00,3.0
27591,1,5,27591,santo andre,SP,sports,67.6,30.66,credit card,2018-01-14 10:38:47,2018-01-23 17:23:24,2018-02-15 12:00:00,3.0
27592,0,4,27592,unknown,SP,toys,1164.9,21.91,credit card,2018-06-11 13:54:32,2018-06-14 17:26:51,2018-06-25 12:00:00,3.5
27593,0,13,27593,rio de janeiro,RJ,technology,34.0,16.83,credit card,2018-07-25 15:47:45,2018-08-02 02:34:53,2018-09-03 12:00:00,5.0
27594,1,24,27594,sao bernardo do campo,SP,technology,100.0,7.29,other,2018-06-04 14:42:08,2018-06-08 00:07:54,2018-06-28 12:00:00,4.5
27595,14,3,27595,unknown,MG,fashion,44.95,105.7,credit card,2018-03-21 12:05:37,2018-04-12 16:38:37,2018-04-16 12:00:00,1.0
27596,8,1,27596,unknown,SP,technology,257.6,16.23,credit card,2018-07-04 08:09:10,2018-07-06 13:21:54,2018-07-17 12:00:00,3.5
27597,0,15,27597,sao paulo,SP,sports,95.03,29.56,credit card,2018-07-10 13:44:28,2018-07-14 17:23:45,2018-07-30 12:00:00,3.5
27598,12,6,27598,unknown,SP,health,310.99,19.05,credit card,2017-11-09 18:01:25,2017-11-24 18:17:13,2017-11-29 12:00:00,3.0
27599,2,0,27599,sao goncalo,RJ,health,72.4,23.11,credit card,2017-06-05 13:54:42,2017-06-13 17:16:16,2017-06-28 12:00:00,5.0
27600,8,13,27600,londrina,PR,toys,89.24,161.82,credit card,2017-09-29 09:07:44,2017-10-04 19:56:59,2017-10-23 12:00:00,1.0
27601,7,3,27601,sao paulo,SP,fashion,137.3,66.83,credit card,2017-07-16 18:19:25,2017-07-31 18:03:02,2017-07-28 12:00:00,2.0
27602,8,5,27602,unknown,SP,toys,564.99,13.32,credit card,2018-08-03 17:01:29,2018-08-15 02:40:52,2018-08-16 12:00:00,4.5
27603,7,7,27603,rio de janeiro,RJ,health,395.6,27.98,credit card,2017-11-24 18:30:43,2017-12-07 15:09:47,2017-12-14 12:00:00,5.0
27604,4,23,27604,rio de janeiro,RJ,sports,109.6,2.46,credit card,2017-03-09 11:09:46,2017-03-20 16:42:28,2017-03-30 12:00:00,5.0
27605,17,9,27605,curitiba,PR,toys,111.27,110.14,credit card,2017-03-22 14:44:14,2017-03-28 15:12:41,2017-04-12 12:00:00,2.0
27606,7,3,27606,unknown,RJ,health,91.33,15.61,credit card,2018-03-07 10:33:13,2018-03-22 16:51:52,2018-04-11 12:00:00,4.5
27607,6,5,27607,unknown,SP,sports,509.99,30.66,credit card,2018-02-03 13:20:57,2018-02-09 18:48:29,2018-03-01 12:00:00,3.0
27608,7,15,27608,sao paulo,SP,fashion,42.89,61.32,credit card,2017-03-20 12:19:19,2017-03-29 11:07:42,2017-04-06 12:00:00,1.5
27609,5,3,27609,niteroi,RJ,toys,223.51,48.35,credit card,2017-10-24 21:45:32,2017-11-03 17:12:40,2017-11-13 12:00:00,5.0
27610,4,20,27610,rio de janeiro,RJ,health,382.0,2.46,credit card,2017-03-25 18:02:36,2017-04-04 16:06:58,2017-04-18 12:00:00,5.0
27611,9,16,27611,sao paulo,SP,fashion,42.89,161.82,credit card,2017-12-18 08:18:42,2017-12-22 19:56:50,2018-01-15 12:00:00,1.5
27612,1,10,27612,sao paulo,SP,technology,692.0,2.75,credit card,2017-06-05 19:32:21,2017-06-13 13:53:21,2017-07-03 12:00:00,4.0
27613,3,14,27613,unknown,SP,fashion,28.82,59.28,credit card,2017-11-02 00:31:05,2017-11-11 16:24:38,2017-11-29 12:00:00,1.0
27614,0,2,27614,unknown,RJ,technology,128.99,27.02,credit card,2017-11-02 16:43:01,2017-11-15 12:12:22,2017-11-28 12:00:00,4.5
27615,1,20,27615,sao paulo,SP,toys,42.89,41.41,credit card,2017-05-15 12:07:03,2017-05-19 08:14:45,2017-06-08 12:00:00,3.0
27616,13,7,27616,contagem,MG,sports,16.3,67.42,credit card,2018-06-26 18:03:15,2018-06-29 16:44:51,2018-07-17 12:00:00,1.0
27617,6,9,27617,unknown,MG,fashion,139.79,108.04,credit card,2017-03-27 19:57:29,2017-04-07 13:13:47,2017-04-18 12:00:00,1.0
27618,0,20,27618,sao bernardo do campo,SP,health,148.5,21.99,credit card,2018-08-01 15:46:59,2018-08-03 16:39:01,2018-08-07 12:00:00,4.5
27619,8,1,27619,unknown,SP,health,119.35,38.66,credit card,2017-10-22 22:25:18,2017-10-27 17:41:57,2017-11-14 12:00:00,2.0
27620,3,10,27620,unknown,SP,fashion,282.0,0.07,other,2017-12-19 11:39:15,2017-12-28 21:42:41,2018-01-08 12:00:00,1.0
27621,3,5,27621,unknown,SP,fashion,100.0,21.51,other,2017-07-10 10:51:01,2017-07-18 16:52:28,2017-07-25 12:00:00,1.0
27622,11,3,27622,sao paulo,SP,fashion,520.0,5.59,other,2017-11-22 23:45:36,2017-12-12 23:13:23,2017-12-04 12:00:00,1.0
27623,14,6,27623,unknown,SP,fashion,419.9,8.16,credit card,2018-07-19 08:49:31,2018-07-20 16:32:50,2018-07-27 12:00:00,3.0
27624,13,16,27624,unknown,MG,toys,66.67,45.11,credit card,2017-12-23 19:22:18,2018-01-05 20:39:30,2018-01-22 12:00:00,1.0
27625,3,13,27625,unknown,SP,technology,344.0,34.31,credit card,2018-06-17 16:09:40,2018-06-22 17:51:19,2018-07-05 12:00:00,3.5
27626,0,22,27626,sao paulo,SP,technology,102.0,25.87,credit card,2018-03-02 08:56:47,2018-03-06 13:38:45,2018-03-14 12:00:00,3.0
27627,0,10,27627,nova iguacu,RJ,fashion,0.85,32.95,credit card,2017-11-07 17:22:00,2017-11-21 19:41:57,2017-12-05 12:00:00,1.5
27628,0,1,27628,sao paulo,SP,sports,42.89,6.08,credit card,2017-12-10 18:34:12,2017-12-18 20:49:56,2017-12-28 12:00:00,3.0
27629,7,15,27629,sao paulo,SP,fashion,125.46,29.27,credit card,2017-11-07 22:51:11,2017-11-21 21:18:59,2017-11-27 12:00:00,2.0
27630,14,22,27630,rio de janeiro,RJ,fashion,148.5,27.07,credit card,2018-02-23 00:07:39,2018-05-28 21:47:43,2018-03-15 12:00:00,1.0
27631,6,1,27631,unknown,PR,fashion,22.89,14.0,credit card,2018-05-07 21:59:15,2018-05-17 19:36:22,2018-06-05 12:00:00,1.5
27632,9,10,27632,unknown,SP,fashion,31.5,27.26,credit card,2018-06-25 21:56:11,2018-06-28 18:46:31,2018-07-16 12:00:00,1.0
27633,1,13,27633,rio de janeiro,RJ,health,71.8,31.2,credit card,2018-01-13 21:59:42,2018-01-30 15:36:16,2018-03-22 12:00:00,5.0
27634,0,3,27634,unknown,SP,fashion,820.0,54.89,credit card,2018-08-23 13:19:20,2018-08-28 18:19:38,2018-09-25 12:00:00,3.0
27635,8,21,27635,porto alegre,RS,technology,692.0,46.76,credit card,2017-08-20 20:40:46,2017-09-07 13:12:21,2017-09-22 12:00:00,5.0
27636,3,5,27636,unknown,PR,toys,28.82,30.5,other,2017-06-15 12:56:38,2017-06-27 15:09:46,2017-07-12 12:00:00,1.0
27637,4,6,27637,nova iguacu,RJ,sports,33.8,47.85,credit card,2017-09-01 10:06:03,2017-09-12 20:27:23,2017-09-15 12:00:00,1.0
27638,6,17,27638,contagem,MG,health,327.99,8.99,credit card,2018-01-09 13:21:39,2018-01-16 22:28:37,2018-01-31 12:00:00,3.5
27639,9,2,27639,niteroi,RJ,technology,2139.99,33.14,credit card,2017-09-23 10:03:33,2017-10-02 20:09:32,2017-10-20 12:00:00,5.0
27640,2,24,27640,unknown,PR,toys,141.4,6.87,credit card,2018-04-11 13:49:15,2018-04-19 19:34:25,2018-05-08 12:00:00,2.0
27641,16,3,27641,unknown,SP,sports,509.99,6.87,credit card,2018-03-13 23:35:45,2018-04-02 22:33:07,2018-04-03 12:00:00,2.0
27642,8,2,27642,unknown,SP,technology,564.0,61.32,credit card,2018-01-02 20:28:32,2018-01-20 14:52:36,2018-01-31 12:00:00,3.0
27643,3,24,27643,belo horizonte,MG,toys,133.05,20.9,credit card,2017-11-12 13:41:44,2017-11-21 19:21:31,2017-12-04 12:00:00,3.5
27644,13,3,27644,unknown,MG,sports,692.0,64.55,credit card,2017-12-27 15:23:33,2018-01-09 00:47:21,2018-01-26 12:00:00,4.5
27645,1,3,27645,sao paulo,SP,toys,189.98,58.51,credit card,2018-03-22 16:15:00,2018-04-03 16:48:26,2018-04-11 12:00:00,3.0
27646,9,0,27646,unknown,SP,technology,1360.02,50.28,credit card,2018-03-17 09:27:55,2018-04-04 16:54:16,2018-04-09 12:00:00,3.5
27647,5,16,27647,unknown,MG,technology,548.35,47.55,credit card,2018-01-10 10:32:32,2018-01-23 12:16:47,2018-02-07 12:00:00,3.0
27648,15,1,27648,unknown,RJ,sports,359.5,48.99,credit card,2018-07-28 18:38:20,2018-08-23 19:52:38,2018-08-23 12:00:00,4.5
27649,17,8,27649,unknown,PR,toys,125.46,20.67,credit card,2018-01-13 14:41:47,2018-02-03 12:12:08,2018-02-16 12:00:00,3.0
27650,3,3,27650,sao paulo,SP,fashion,229.89,113.67,other,2017-10-24 15:04:00,2017-10-27 16:22:13,2017-11-06 12:00:00,2.5
27651,12,9,27651,unknown,RS,sports,29.87,116.94,credit card,2017-11-24 17:04:02,2018-01-04 13:27:33,2017-12-22 12:00:00,1.5
27652,6,1,27652,sao paulo,SP,sports,820.0,32.34,credit card,2018-02-07 02:16:08,2018-02-09 20:18:20,2018-02-23 12:00:00,3.0
27653,13,5,27653,unknown,SP,health,490.9,21.93,other,2018-02-27 17:28:04,2018-04-11 15:48:43,2018-03-19 12:00:00,1.0
27654,15,13,27654,santo andre,SP,sports,161.0,9.18,other,2018-08-07 21:14:53,2018-08-10 13:54:50,2018-08-29 12:00:00,3.0
27655,0,4,27655,sao goncalo,RJ,toys,465.52,133.85,credit card,2016-10-07 10:45:48,2016-10-14 12:13:52,2016-11-25 12:00:00,5.0
27656,5,2,27656,unknown,PR,technology,352.57,8.61,credit card,2018-07-28 20:07:49,2018-08-07 14:17:49,2018-08-16 12:00:00,3.5
27657,7,13,27657,unknown,SP,health,15.49,8.61,credit card,2018-08-20 11:23:16,2018-08-24 00:18:55,2018-08-29 12:00:00,2.0
27658,0,0,27658,unknown,RJ,sports,335.99,50.72,credit card,2017-11-04 14:02:54,2017-12-12 16:44:39,2017-11-29 12:00:00,1.5
27659,7,10,27659,curitiba,PR,fashion,399.2,5.0,credit card,2018-07-23 10:11:13,2018-07-28 00:40:52,2018-08-09 12:00:00,5.0
27660,4,14,27660,unknown,RS,fashion,59.65,213.53,credit card,2018-06-10 19:59:30,2018-06-25 21:59:30,2018-07-17 12:00:00,1.0
27661,2,2,27661,nova iguacu,RJ,sports,126.69,17.44,other,2017-09-19 18:13:21,2017-11-03 19:43:39,2017-10-06 12:00:00,1.0
27662,6,20,27662,unknown,SP,technology,199.96,23.9,credit card,2018-07-09 13:46:06,2018-07-11 18:14:45,2018-07-20 12:00:00,3.0
27663,16,3,27663,sao paulo,SP,sports,359.6,177.98,credit card,2018-04-26 16:18:30,2018-04-30 23:28:53,2018-05-10 12:00:00,2.5
27664,4,1,27664,unknown,SP,sports,106.74,32.34,other,2017-07-21 17:01:06,2017-07-26 11:17:58,2017-08-03 12:00:00,2.0
