ID Cliente,TipoDeCliente,RubroEmpresa,Antiguedad,Edad,Genero,MesesTransaccionados,Encomiendas,Documentos,EncomiendasValor,DocumentosValor,MontoTotal,MesesUltimaTransaccion,ValorAdeudado,NivelDeServicio
34065,Empresa,Educación,22.0,,,17,6511,3434,29032549,11088386,40120935,6,0.0,89.94700185413102
34066,Empresa,Tecnología,11.0,,,49,15680,9408,125690880,34847232,160538112,5,0.0,91.62250154510919
34067,Persona,,,66.0,Femenino,22,66,22,239646,54252,293898,9,0.0,84.92050278119653
34068,Persona,,,46.0,Masculino,10,0,0,0,0,0,7,0.0,88.27150216315286
34069,Empresa,Manufactura,41.0,,,59,58941,0,186842970,0,186842970,6,0.0,89.94700185413102
34070,Persona,,,59.0,Femenino,19,0,38,0,122968,122968,10,0.0,83.24500309021836
34071,Empresa,Servicios Financieros,20.0,,,49,17101,9212,113567741,25710692,139278433,4,0.0,93.29800123608734
34072,Empresa,Tecnología,7.0,,,43,14018,10191,82355750,30471090,112826840,3,5945996.601371108,94.97350092706552
34073,Empresa,Retail,22.0,,,44,44308,0,398949232,0,398949232,3,0.0,94.97350092706552
34074,Persona,,,50.0,Masculino,19,38,19,259578,55993,315571,12,0.0,79.89400370826203
34075,Persona,,,19.0,Masculino,2,2,0,7110,0,7110,1,0.0,98.32450030902184
34076,Persona,,,73.0,Masculino,17,0,17,0,71604,71604,7,0.0,88.27150216315286
34077,Persona,,,28.0,Masculino,4,0,8,0,34136,34136,3,0.0,94.97350092706552
34078,Persona,,,56.0,Masculino,16,80,0,720400,0,720400,10,0.0,83.24500309021836
34079,Persona,,,42.0,Femenino,14,0,14,0,56042,56042,9,0.0,84.92050278119653
34080,Persona,,,56.0,Femenino,23,0,46,0,149224,149224,3,0.0,94.97350092706552
34081,Persona,,,32.0,Femenino,18,36,36,337896,160380,498276,6,0.0,89.94700185413102
34082,Persona,,,62.0,Masculino,8,8,0,24800,0,24800,1,0.0,98.32450030902184
34083,Persona,,,76.0,Masculino,19,0,0,0,0,0,9,0.0,84.92050278119653
34084,Persona,,,42.0,Femenino,16,16,32,37136,98240,135376,11,0.0,81.5695033992402
34085,Persona,,,42.0,Femenino,1,1,1,9475,2195,11670,1,0.0,98.32450030902184
34086,Empresa,Retail,10.0,,,58,56724,58,169945104,151380,170096484,9,43860541.44832103,84.92050278119653
34087,Empresa,Manufactura,12.0,,,40,40560,0,142203360,0,142203360,7,0.0,88.27150216315286
34088,Empresa,Retail,10.0,,,28,27776,56,170739072,190344,170929416,8,32271007.435762845,86.59600247217469
34089,Empresa,Manufactura,37.0,,,36,35424,0,196744896,0,196744896,9,0.0,84.92050278119653
34090,Persona,,,32.0,Masculino,18,36,18,350280,64224,414504,11,0.0,81.5695033992402
34091,Persona,,,55.0,Femenino,17,0,0,0,0,0,11,0.0,81.5695033992402
34092,Persona,,,35.0,Masculino,7,0,7,0,20853,20853,5,0.0,91.62250154510919
34093,Persona,,,26.0,Femenino,22,44,0,421344,0,421344,1,0.0,98.32450030902184
34094,Persona,,,38.0,Femenino,10,20,0,61120,0,61120,3,0.0,94.97350092706552
34095,Persona,,,70.0,Masculino,6,12,6,52188,22866,75054,2,0.0,96.64900061804367
34096,Persona,,,58.0,Femenino,8,0,0,0,0,0,1,0.0,98.32450030902184
34097,Persona,,,53.0,Masculino,8,24,0,192456,0,192456,7,0.0,88.27150216315286
34098,Persona,,,38.0,Femenino,8,8,8,35320,15072,50392,6,0.0,89.94700185413102
34099,Persona,,,78.0,Femenino,4,4,0,12288,0,12288,1,0.0,98.32450030902184
34100,Persona,,,64.0,Femenino,16,0,32,0,50592,50592,7,0.0,88.27150216315286
34101,Persona,,,62.0,Masculino,8,16,16,42048,47264,89312,2,0.0,96.64900061804367
34102,Persona,,,21.0,Femenino,22,44,0,346676,0,346676,6,0.0,89.94700185413102
34103,Persona,,,25.0,Masculino,8,0,0,0,0,0,4,0.0,93.29800123608734
34104,Persona,,,46.0,Masculino,2,0,2,0,8438,8438,1,0.0,98.32450030902184
34105,Empresa,Retail,40.0,,,56,57232,56,566482336,245280,566727616,9,0.0,84.92050278119653
34106,Persona,,,65.0,Masculino,17,51,0,299829,0,299829,3,0.0,94.97350092706552
34107,Persona,,,23.0,Femenino,12,24,12,212400,31656,244056,3,0.0,94.97350092706552
34108,Empresa,Retail,38.0,,,46,47196,0,306254844,0,306254844,7,0.0,88.27150216315286
34109,Persona,,,24.0,Masculino,12,24,0,96792,0,96792,10,0.0,83.24500309021836
34110,Persona,,,64.0,Masculino,16,0,32,0,82624,82624,10,0.0,83.24500309021836
34111,Persona,,,79.0,Masculino,19,19,0,127319,0,127319,6,0.0,89.94700185413102
34112,Persona,,,19.0,Masculino,12,0,24,0,49752,49752,10,0.0,83.24500309021836
34113,Persona,,,54.0,Masculino,23,23,23,155549,52831,208380,4,0.0,93.29800123608734
34114,Persona,,,56.0,Masculino,19,0,19,0,49267,49267,3,0.0,94.97350092706552
34115,Persona,,,65.0,Femenino,10,0,10,0,24340,24340,10,0.0,83.24500309021836
34116,Persona,,,23.0,Femenino,10,0,0,0,0,0,2,0.0,96.64900061804367
34117,Persona,,,78.0,Femenino,8,0,8,0,20968,20968,8,0.0,86.59600247217469
34118,Empresa,Tecnología,11.0,,,36,12888,7020,37388088,12762360,50150448,7,0.0,88.27150216315286
34119,Empresa,Retail,46.0,,,13,13299,0,78131625,0,78131625,5,0.0,91.62250154510919
34120,Empresa,Retail,4.0,,,52,51220,104,385737820,205608,385943428,2,20760598.612052053,96.64900061804367
34121,Persona,,,74.0,Masculino,13,0,13,0,38142,38142,3,0.0,94.97350092706552
34122,Persona,,,61.0,Masculino,4,4,0,20556,0,20556,3,0.0,94.97350092706552
34123,Persona,,,58.0,Masculino,24,24,0,120528,0,120528,1,0.0,98.32450030902184
34124,Empresa,Retail,25.0,,,48,48480,240,246278400,388080,246666480,2,0.0,96.64900061804367
34125,Persona,,,57.0,Masculino,5,20,15,104280,43335,147615,4,0.0,93.29800123608734
34126,Persona,,,73.0,Femenino,4,4,8,22576,35720,58296,3,0.0,94.97350092706552
34127,Empresa,Manufactura,38.0,,,37,34558,74,333968512,261442,334229954,11,0.0,81.5695033992402
34128,Persona,,,38.0,Masculino,18,18,18,150516,44604,195120,7,0.0,88.27150216315286
34129,Persona,,,29.0,Masculino,2,2,0,13524,0,13524,2,0.0,96.64900061804367
34130,Empresa,Retail,32.0,,,43,43301,0,248894148,0,248894148,12,0.0,79.89400370826203
34131,Persona,,,53.0,Masculino,8,8,16,79432,39472,118904,2,0.0,96.64900061804367
34132,Persona,,,26.0,Masculino,2,0,4,0,13740,13740,2,0.0,96.64900061804367
34133,Empresa,Retail,10.0,,,17,16269,34,55021758,135762,55157520,5,13008417.714789305,91.62250154510919
34134,Persona,,,78.0,Masculino,11,11,0,73931,0,73931,5,0.0,91.62250154510919
34135,Persona,,,59.0,Masculino,12,12,24,89664,57192,146856,8,0.0,86.59600247217469
34136,Persona,,,67.0,Femenino,15,30,45,154230,139680,293910,2,0.0,96.64900061804367
34137,Persona,,,23.0,Femenino,8,32,0,194272,0,194272,7,0.0,88.27150216315286
34138,Persona,,,28.0,Femenino,20,20,20,124000,60060,184060,8,0.0,86.59600247217469
34139,Persona,,,65.0,Femenino,24,48,0,308496,0,308496,6,0.0,89.94700185413102
34140,Persona,,,40.0,Femenino,6,6,0,15534,0,15534,1,0.0,98.32450030902184
34141,Persona,,,19.0,Masculino,14,14,0,59948,0,59948,12,0.0,79.89400370826203
34142,Persona,,,48.0,Femenino,4,0,0,0,0,0,3,0.0,94.97350092706552
34143,Empresa,Educación,13.0,,,27,9072,4482,64656144,9896256,74552400,10,0.0,83.24500309021836
34144,Persona,,,33.0,Femenino,9,18,0,171036,0,171036,2,0.0,96.64900061804367
34145,Persona,,,78.0,Masculino,24,24,0,210264,0,210264,8,0.0,86.59600247217469
34146,Persona,,,28.0,Femenino,2,4,0,23932,0,23932,2,0.0,96.64900061804367
34147,Empresa,Manufactura,43.0,,,21,20433,0,112177170,0,112177170,5,0.0,91.62250154510919
34148,Persona,,,29.0,Masculino,24,0,72,0,152712,152712,12,0.0,79.89400370826203
34149,Empresa,Retail,26.0,,,38,38228,114,253107588,275766,253383354,11,0.0,81.5695033992402
34150,Persona,,,57.0,Masculino,5,20,5,48060,20660,68720,3,0.0,94.97350092706552
34151,Empresa,Manufactura,7.0,,,42,42336,126,251645184,530208,252175392,9,42778901.936130226,84.92050278119653
34152,Empresa,Retail,38.0,,,28,29036,0,257055708,0,257055708,8,0.0,86.59600247217469
34153,Empresa,Retail,50.0,,,14,13734,14,75619404,27006,75646410,10,0.0,83.24500309021836
34154,Empresa,Retail,19.0,,,54,54540,54,304387740,127386,304515126,12,0.0,79.89400370826203
34155,Persona,,,18.0,Femenino,3,9,3,81378,11970,93348,3,0.0,94.97350092706552
34156,Persona,,,74.0,Masculino,12,0,0,0,0,0,8,0.0,86.59600247217469
34157,Persona,,,29.0,Femenino,14,28,28,152628,109732,262360,11,0.0,81.5695033992402
34158,Empresa,Manufactura,49.0,,,52,49348,52,167141676,125996,167267672,7,0.0,88.27150216315286
34159,Empresa,Educación,17.0,,,51,19941,9945,102576504,41560155,144136659,1,0.0,98.32450030902184
34160,Persona,,,62.0,Femenino,10,0,10,0,17670,17670,7,0.0,88.27150216315286
34161,Persona,,,70.0,Masculino,12,24,0,139656,0,139656,11,0.0,81.5695033992402
34162,Empresa,Manufactura,27.0,,,55,54890,110,130199080,476410,130675490,1,0.0,98.32450030902184
34163,Empresa,Educación,26.0,,,50,17150,9950,40542600,28148550,68691150,10,0.0,83.24500309021836
34164,Persona,,,22.0,Femenino,13,13,0,38701,0,38701,5,0.0,91.62250154510919
34165,Persona,,,50.0,Masculino,23,23,0,198743,0,198743,3,0.0,94.97350092706552
34166,Persona,,,79.0,Femenino,24,24,0,89400,0,89400,10,0.0,83.24500309021836
34167,Persona,,,25.0,Masculino,1,2,1,16768,1546,18314,1,0.0,98.32450030902184
34168,Empresa,Manufactura,2.0,,,50,48700,100,125159000,308100,125467100,12,19458662.986786325,79.89400370826203
34169,Persona,,,38.0,Masculino,8,24,8,208536,35328,243864,5,0.0,91.62250154510919
34170,Persona,,,29.0,Femenino,3,0,9,0,13689,13689,3,0.0,94.97350092706552
34171,Persona,,,61.0,Masculino,14,14,0,34216,0,34216,6,0.0,89.94700185413102
34172,Persona,,,40.0,Femenino,24,48,24,287184,39816,327000,6,0.0,89.94700185413102
34173,Persona,,,41.0,Masculino,23,69,23,641079,69414,710493,11,0.0,81.5695033992402
34174,Persona,,,29.0,Masculino,12,12,12,111048,52620,163668,8,0.0,86.59600247217469
34175,Persona,,,45.0,Masculino,12,12,12,118716,34164,152880,4,0.0,93.29800123608734
34176,Persona,,,53.0,Masculino,4,4,0,24888,0,24888,2,0.0,96.64900061804367
34177,Persona,,,37.0,Masculino,17,0,17,0,66130,66130,9,0.0,84.92050278119653
34178,Persona,,,69.0,Masculino,9,9,18,27090,29286,56376,2,0.0,96.64900061804367
34179,Persona,,,23.0,Femenino,3,3,3,10524,12498,23022,2,0.0,96.64900061804367
34180,Persona,,,67.0,Masculino,1,2,1,14376,2365,16741,1,0.0,98.32450030902184
34181,Empresa,Educación,27.0,,,54,19116,10800,57921480,18133200,76054680,8,0.0,86.59600247217469
34182,Empresa,Manufactura,2.0,,,46,46184,92,178362608,327612,178690220,7,26292629.787345897,88.27150216315286
34183,Persona,,,57.0,Femenino,19,19,95,166953,366795,533748,8,0.0,86.59600247217469
34184,Persona,,,48.0,Femenino,1,1,1,8648,4188,12836,1,0.0,98.32450030902184
34185,Persona,,,70.0,Masculino,21,0,42,0,70392,70392,4,0.0,93.29800123608734
34186,Persona,,,56.0,Masculino,3,0,6,0,13236,13236,3,0.0,94.97350092706552
34187,Persona,,,45.0,Masculino,16,32,0,123040,0,123040,9,0.0,84.92050278119653
34188,Persona,,,57.0,Masculino,13,13,0,116779,0,116779,11,0.0,81.5695033992402
34189,Empresa,Educación,29.0,,,55,19690,9900,69151280,41797800,110949080,1,0.0,98.32450030902184
34190,Persona,,,71.0,Masculino,17,17,34,133943,95234,229177,5,0.0,91.62250154510919
34191,Persona,,,52.0,Masculino,13,13,13,49023,21112,70135,5,0.0,91.62250154510919
34192,Persona,,,31.0,Femenino,5,0,5,0,8935,8935,3,0.0,94.97350092706552
34193,Empresa,Manufactura,46.0,,,31,32519,31,253680719,132711,253813430,10,0.0,83.24500309021836
34194,Persona,,,63.0,Masculino,11,0,22,0,98648,98648,5,0.0,91.62250154510919
34195,Persona,,,63.0,Masculino,10,0,10,0,38010,38010,7,0.0,88.27150216315286
34196,Persona,,,20.0,Femenino,16,16,0,57984,0,57984,2,0.0,96.64900061804367
34197,Persona,,,51.0,Masculino,5,10,5,24940,21185,46125,4,0.0,93.29800123608734
34198,Persona,,,27.0,Femenino,10,10,0,90090,0,90090,2,0.0,96.64900061804367
34199,Empresa,Manufactura,9.0,,,29,29319,29,137242239,69020,137311259,1,27187482.74812212,98.32450030902184
34200,Empresa,Manufactura,25.0,,,53,51516,0,403318764,0,403318764,7,0.0,88.27150216315286
34201,Persona,,,78.0,Femenino,14,14,14,67634,57638,125272,9,0.0,84.92050278119653
34202,Persona,,,45.0,Masculino,4,4,8,19884,29104,48988,2,0.0,96.64900061804367
34203,Persona,,,41.0,Masculino,8,8,8,65912,21864,87776,7,0.0,88.27150216315286
34204,Persona,,,59.0,Masculino,16,16,16,135488,50800,186288,9,0.0,84.92050278119653
34205,Persona,,,69.0,Femenino,1,1,1,6390,2090,8480,1,0.0,98.32450030902184
34206,Persona,,,33.0,Femenino,2,6,2,30912,3876,34788,2,0.0,96.64900061804367
34207,Persona,,,74.0,Masculino,15,0,0,0,0,0,10,0.0,83.24500309021836
34208,Persona,,,51.0,Femenino,16,0,32,0,120864,120864,3,0.0,94.97350092706552
34209,Persona,,,52.0,Femenino,14,0,0,0,0,0,10,0.0,83.24500309021836
34210,Persona,,,19.0,Masculino,23,69,0,563316,0,563316,7,0.0,88.27150216315286
34211,Persona,,,27.0,Femenino,7,21,14,61425,39592,101017,4,0.0,93.29800123608734
34212,Persona,,,56.0,Masculino,15,45,0,441720,0,441720,6,0.0,89.94700185413102
34213,Empresa,Retail,19.0,,,28,27748,0,90208748,0,90208748,8,0.0,86.59600247217469
34214,Empresa,Retail,31.0,,,47,49350,0,249562950,0,249562950,3,0.0,94.97350092706552
34215,Persona,,,77.0,Masculino,16,0,0,0,0,0,10,0.0,83.24500309021836
34216,Empresa,Educación,42.0,,,56,20832,11256,99222816,23333688,122556504,8,0.0,86.59600247217469
34217,Persona,,,69.0,Masculino,16,0,16,0,44304,44304,2,0.0,96.64900061804367
34218,Persona,,,46.0,Masculino,16,48,16,369840,56192,426032,2,0.0,96.64900061804367
34219,Persona,,,73.0,Masculino,10,10,10,75390,32380,107770,3,0.0,94.97350092706552
34220,Persona,,,58.0,Femenino,9,0,9,0,14895,14895,7,0.0,88.27150216315286
34221,Persona,,,45.0,Masculino,6,0,0,0,0,0,3,0.0,94.97350092706552
34222,Persona,,,55.0,Masculino,6,0,6,0,10320,10320,2,0.0,96.64900061804367
34223,Empresa,Retail,4.0,,,39,38103,0,241153887,0,241153887,8,62494273.73303119,86.59600247217469
34224,Persona,,,45.0,Femenino,4,8,8,66040,17168,83208,4,0.0,93.29800123608734
34225,Persona,,,43.0,Masculino,17,17,34,43622,145044,188666,2,0.0,96.64900061804367
34226,Persona,,,43.0,Masculino,5,0,5,0,9300,9300,5,0.0,91.62250154510919
34227,Persona,,,57.0,Femenino,21,0,63,0,103824,103824,6,0.0,89.94700185413102
34228,Persona,,,30.0,Masculino,19,0,19,0,50882,50882,6,0.0,89.94700185413102
34229,Persona,,,30.0,Masculino,4,8,8,22216,15072,37288,4,0.0,93.29800123608734
34230,Persona,,,52.0,Masculino,21,0,21,0,77343,77343,11,0.0,81.5695033992402
34231,Persona,,,78.0,Masculino,21,0,42,0,157080,157080,12,0.0,79.89400370826203
34232,Persona,,,75.0,Femenino,6,6,12,17424,23364,40788,3,0.0,94.97350092706552
34233,Persona,,,51.0,Femenino,21,105,0,789915,0,789915,3,0.0,94.97350092706552
34234,Persona,,,75.0,Femenino,11,11,11,52558,32065,84623,5,0.0,91.62250154510919
34235,Persona,,,43.0,Femenino,19,0,38,0,70756,70756,1,0.0,98.32450030902184
34236,Persona,,,69.0,Masculino,4,12,4,105084,15596,120680,2,0.0,96.64900061804367
34237,Empresa,Retail,25.0,,,21,20895,42,156587130,118566,156705696,10,0.0,83.24500309021836
34238,Persona,,,55.0,Femenino,13,0,13,0,28678,28678,2,0.0,96.64900061804367
34239,Persona,,,21.0,Masculino,8,16,0,126416,0,126416,7,0.0,88.27150216315286
34240,Persona,,,64.0,Femenino,15,0,0,0,0,0,10,0.0,83.24500309021836
34241,Persona,,,55.0,Femenino,23,46,23,371726,70472,442198,6,0.0,89.94700185413102
34242,Empresa,Manufactura,27.0,,,20,20140,0,143759320,0,143759320,11,0.0,81.5695033992402
34243,Persona,,,69.0,Femenino,3,3,3,17520,12180,29700,2,0.0,96.64900061804367
34244,Empresa,Retail,44.0,,,55,54175,55,211011625,173470,211185095,10,0.0,83.24500309021836
34245,Persona,,,42.0,Femenino,6,18,0,175770,0,175770,3,0.0,94.97350092706552
34246,Persona,,,52.0,Femenino,20,60,60,577560,193320,770880,12,0.0,79.89400370826203
34247,Persona,,,51.0,Masculino,5,5,5,18985,10065,29050,3,0.0,94.97350092706552
34248,Persona,,,22.0,Femenino,6,6,6,45810,13236,59046,5,0.0,91.62250154510919
34249,Persona,,,32.0,Masculino,11,22,11,197516,33550,231066,4,0.0,93.29800123608734
34250,Persona,,,62.0,Masculino,20,0,0,0,0,0,8,0.0,86.59600247217469
34251,Persona,,,44.0,Femenino,7,0,7,0,27195,27195,4,0.0,93.29800123608734
34252,Persona,,,44.0,Masculino,13,39,13,199212,53469,252681,8,0.0,86.59600247217469
34253,Persona,,,57.0,Femenino,7,7,7,50169,25396,75565,1,0.0,98.32450030902184
34254,Persona,,,62.0,Masculino,19,19,38,43415,98610,142025,6,0.0,89.94700185413102
34255,Persona,,,23.0,Masculino,22,22,22,63074,97064,160138,2,0.0,96.64900061804367
34256,Persona,,,70.0,Femenino,14,14,14,47040,59234,106274,6,0.0,89.94700185413102
34257,Persona,,,35.0,Masculino,22,22,66,160358,113718,274076,1,0.0,98.32450030902184
34258,Persona,,,32.0,Masculino,1,3,0,20925,0,20925,1,0.0,98.32450030902184
34259,Persona,,,41.0,Masculino,17,51,0,431766,0,431766,7,0.0,88.27150216315286
34260,Persona,,,23.0,Masculino,7,7,7,41503,12677,54180,2,0.0,96.64900061804367
34261,Persona,,,61.0,Femenino,4,0,8,0,33864,33864,4,0.0,93.29800123608734
34262,Empresa,Manufactura,25.0,,,57,57057,0,420567147,0,420567147,5,0.0,91.62250154510919
34263,Persona,,,31.0,Femenino,8,8,0,21040,0,21040,3,0.0,94.97350092706552
34264,Persona,,,46.0,Masculino,2,0,4,0,8480,8480,2,0.0,96.64900061804367
34265,Empresa,Retail,7.0,,,17,17748,17,173078496,27778,173106274,2,22440740.48451452,96.64900061804367
34266,Empresa,Retail,12.0,,,48,48816,0,264045744,0,264045744,11,0.0,81.5695033992402
34267,Persona,,,29.0,Femenino,15,15,15,31905,35805,67710,6,0.0,89.94700185413102
34268,Persona,,,24.0,Femenino,19,95,19,339625,31046,370671,9,0.0,84.92050278119653
34269,Persona,,,28.0,Femenino,24,0,96,0,215328,215328,3,0.0,94.97350092706552
34270,Persona,,,26.0,Masculino,19,38,0,221996,0,221996,8,0.0,86.59600247217469
34271,Persona,,,45.0,Masculino,17,34,0,330786,0,330786,8,0.0,86.59600247217469
34272,Empresa,Retail,34.0,,,38,40280,76,201077760,179208,201256968,8,0.0,86.59600247217469
34273,Persona,,,61.0,Femenino,10,10,10,84770,15690,100460,6,0.0,89.94700185413102
34274,Persona,,,57.0,Masculino,12,24,24,229104,52488,281592,9,0.0,84.92050278119653
34275,Persona,,,25.0,Femenino,15,0,60,0,224400,224400,9,0.0,84.92050278119653
34276,Persona,,,36.0,Masculino,16,0,0,0,0,0,12,0.0,79.89400370826203
34277,Persona,,,34.0,Femenino,19,19,19,186523,64923,251446,3,0.0,94.97350092706552
34278,Persona,,,69.0,Masculino,15,0,15,0,60435,60435,9,0.0,84.92050278119653
34279,Persona,,,37.0,Femenino,22,44,44,109472,70400,179872,11,0.0,81.5695033992402
34280,Persona,,,40.0,Femenino,24,24,48,236448,199104,435552,6,0.0,89.94700185413102
34281,Empresa,Retail,50.0,,,12,12900,0,61791000,0,61791000,11,0.0,81.5695033992402
34282,Empresa,Retail,29.0,,,26,25246,26,107245008,115544,107360552,11,0.0,81.5695033992402
34283,Empresa,Retail,33.0,,,48,49104,0,351290016,0,351290016,6,0.0,89.94700185413102
34284,Persona,,,74.0,Femenino,19,38,76,241566,271244,512810,8,0.0,86.59600247217469
34285,Persona,,,75.0,Masculino,13,13,13,106535,31850,138385,3,0.0,94.97350092706552
34286,Empresa,Retail,44.0,,,53,53795,53,441119000,105841,441224841,3,0.0,94.97350092706552
34287,Persona,,,75.0,Masculino,18,18,36,92052,128664,220716,10,0.0,83.24500309021836
34288,Persona,,,53.0,Masculino,24,24,0,183792,0,183792,1,0.0,98.32450030902184
34289,Persona,,,18.0,Femenino,7,0,0,0,0,0,3,0.0,94.97350092706552
34290,Persona,,,78.0,Masculino,4,0,4,0,10772,10772,1,0.0,98.32450030902184
34291,Persona,,,54.0,Femenino,1,0,2,0,3892,3892,1,0.0,98.32450030902184
34292,Persona,,,55.0,Masculino,14,0,14,0,45178,45178,9,0.0,84.92050278119653
34293,Persona,,,68.0,Femenino,11,22,11,62238,23408,85646,2,0.0,96.64900061804367
34294,Persona,,,24.0,Femenino,11,0,11,0,16962,16962,1,0.0,98.32450030902184
34295,Persona,,,23.0,Masculino,4,0,0,0,0,0,1,0.0,98.32450030902184
34296,Empresa,Retail,4.0,,,42,43470,126,151492950,447300,151940250,10,15585937.78771252,83.24500309021836
34297,Persona,,,39.0,Femenino,18,0,0,0,0,0,9,0.0,84.92050278119653
34298,Persona,,,30.0,Femenino,11,11,22,54043,83864,137907,2,0.0,96.64900061804367
34299,Persona,,,49.0,Masculino,8,0,8,0,18016,18016,2,0.0,96.64900061804367
34300,Persona,,,28.0,Femenino,19,0,0,0,0,0,9,0.0,84.92050278119653
34301,Persona,,,40.0,Femenino,14,14,42,109648,87612,197260,12,0.0,79.89400370826203
34302,Persona,,,20.0,Masculino,16,16,0,88448,0,88448,9,0.0,84.92050278119653
34303,Persona,,,39.0,Femenino,1,0,1,0,3228,3228,1,0.0,98.32450030902184
34304,Persona,,,39.0,Femenino,4,4,0,15232,0,15232,3,0.0,94.97350092706552
34305,Persona,,,78.0,Femenino,7,7,0,62888,0,62888,3,0.0,94.97350092706552
34306,Persona,,,25.0,Femenino,16,0,0,0,0,0,7,0.0,88.27150216315286
34307,Empresa,Retail,19.0,,,23,23805,46,212769090,158194,212927284,10,0.0,83.24500309021836
34308,Persona,,,50.0,Femenino,20,0,20,0,89060,89060,4,0.0,93.29800123608734
34309,Empresa,Retail,3.0,,,55,57420,55,239326560,227590,239554150,6,31866632.641973574,89.94700185413102
34310,Persona,,,35.0,Masculino,16,16,0,40864,0,40864,10,0.0,83.24500309021836
34311,Persona,,,30.0,Masculino,21,42,0,270438,0,270438,4,0.0,93.29800123608734
34312,Persona,,,23.0,Masculino,4,4,4,36160,6724,42884,2,0.0,96.64900061804367
34313,Persona,,,53.0,Femenino,9,9,9,60264,34128,94392,8,0.0,86.59600247217469
34314,Persona,,,75.0,Femenino,13,0,13,0,52065,52065,2,0.0,96.64900061804367
34315,Persona,,,32.0,Masculino,11,0,0,0,0,0,7,0.0,88.27150216315286
34316,Persona,,,42.0,Femenino,18,18,36,124812,117828,242640,8,0.0,86.59600247217469
34317,Persona,,,49.0,Femenino,6,6,0,23748,0,23748,2,0.0,96.64900061804367
34318,Persona,,,36.0,Masculino,6,18,6,131094,23766,154860,2,0.0,96.64900061804367
34319,Persona,,,60.0,Masculino,15,45,0,192960,0,192960,9,0.0,84.92050278119653
34320,Persona,,,43.0,Femenino,10,0,10,0,31880,31880,4,0.0,93.29800123608734
34321,Persona,,,68.0,Masculino,19,19,38,166991,108794,275785,11,0.0,81.5695033992402
34322,Empresa,Retail,24.0,,,13,12948,39,128586588,159666,128746254,10,0.0,83.24500309021836
34323,Persona,,,39.0,Masculino,23,23,0,97336,0,97336,9,0.0,84.92050278119653
34324,Persona,,,59.0,Femenino,20,0,0,0,0,0,2,0.0,96.64900061804367
34325,Persona,,,53.0,Masculino,17,0,0,0,0,0,11,0.0,81.5695033992402
34326,Persona,,,22.0,Masculino,1,2,2,14708,5658,20366,1,0.0,98.32450030902184
34327,Persona,,,39.0,Masculino,1,2,0,4374,0,4374,1,0.0,98.32450030902184
34328,Persona,,,51.0,Masculino,7,14,7,35854,16730,52584,6,0.0,89.94700185413102
34329,Persona,,,50.0,Masculino,1,0,1,0,2715,2715,1,0.0,98.32450030902184
34330,Persona,,,69.0,Femenino,12,12,12,40452,24288,64740,6,0.0,89.94700185413102
34331,Persona,,,36.0,Masculino,16,16,16,38992,48288,87280,5,0.0,91.62250154510919
34332,Persona,,,22.0,Femenino,5,15,5,41850,17795,59645,2,0.0,96.64900061804367
34333,Persona,,,33.0,Masculino,4,8,8,57360,24224,81584,1,0.0,98.32450030902184
34334,Empresa,Educación,50.0,,,19,6308,4256,39462848,14568288,54031136,12,0.0,79.89400370826203
34335,Empresa,Retail,14.0,,,23,23414,23,68509364,63066,68572430,10,0.0,83.24500309021836
34336,Persona,,,21.0,Femenino,24,24,48,55608,73584,129192,9,0.0,84.92050278119653
34337,Persona,,,43.0,Femenino,2,0,4,0,13480,13480,2,0.0,96.64900061804367
34338,Persona,,,61.0,Masculino,5,0,0,0,0,0,2,0.0,96.64900061804367
34339,Persona,,,38.0,Masculino,10,10,10,78080,29370,107450,3,0.0,94.97350092706552
34340,Persona,,,45.0,Masculino,14,14,14,128940,38458,167398,8,0.0,86.59600247217469
34341,Persona,,,69.0,Masculino,19,19,19,175655,74765,250420,6,0.0,89.94700185413102
34342,Persona,,,46.0,Femenino,13,26,26,126698,81952,208650,7,0.0,88.27150216315286
34343,Empresa,Retail,14.0,,,48,49920,0,314046720,0,314046720,11,0.0,81.5695033992402
34344,Persona,,,30.0,Masculino,9,18,0,96588,0,96588,3,0.0,94.97350092706552
34345,Empresa,Retail,30.0,,,51,52785,153,112326480,516834,112843314,9,0.0,84.92050278119653
34346,Persona,,,26.0,Masculino,13,0,13,0,35139,35139,5,0.0,91.62250154510919
34347,Persona,,,52.0,Femenino,15,0,0,0,0,0,3,0.0,94.97350092706552
34348,Persona,,,60.0,Masculino,11,0,11,0,31746,31746,8,0.0,86.59600247217469
34349,Persona,,,57.0,Femenino,8,0,8,0,26776,26776,2,0.0,96.64900061804367
34350,Persona,,,79.0,Femenino,16,48,32,134496,133632,268128,2,0.0,96.64900061804367
34351,Empresa,Manufactura,46.0,,,56,57288,56,329119560,168672,329288232,2,0.0,96.64900061804367
34352,Persona,,,32.0,Femenino,2,0,0,0,0,0,1,0.0,98.32450030902184
34353,Persona,,,51.0,Masculino,4,4,4,9420,17728,27148,2,0.0,96.64900061804367
34354,Persona,,,73.0,Masculino,15,15,0,43830,0,43830,5,0.0,91.62250154510919
34355,Persona,,,70.0,Masculino,9,9,36,31788,126504,158292,1,0.0,98.32450030902184
34356,Persona,,,41.0,Masculino,10,40,0,391120,0,391120,3,0.0,94.97350092706552
34357,Persona,,,61.0,Femenino,6,0,6,0,26664,26664,6,0.0,89.94700185413102
